"","Var1","Var2","value","abs","tie"
"1372","8.1.1","1.3.1",-0.538773213393766,0.538773213393766,0
"1373","3.6.1","1.3.1",-0.988487967555966,0.988487967555966,0
"1374","16.6.1","1.3.1",-0.418723119124555,0.418723119124555,0
"1375","11.b.2","1.3.1",-0.401712935554523,0.401712935554523,0
"1376","2.2.1","1.3.1",0.959850413746708,0.959850413746708,1
"1377","9.5.1","1.3.1",-0.962833703278515,0.962833703278515,0
"1378","1.3.1","1.3.1",1,1,1
"1379","13.1.3","12.a.1",0.473649710226025,0.473649710226025,0
"1380","13.1.2","12.a.1",-0.651039842322295,0.651039842322295,0
"1381","8.8.2","12.a.1",0.945482150084397,0.945482150084397,1
"1382","17.9.1","12.a.1",-0.0880735542890906,0.0880735542890906,0
"1383","13.1.1","12.a.1",-0.484214438039476,0.484214438039476,0
"1384","3.b.1","12.a.1",0.866908341153325,0.866908341153325,1
"1385","11.6.2","12.a.1",0.785209831215399,0.785209831215399,1
"1386","10.4.1","12.a.1",-0.936789220109292,0.936789220109292,0
"1387","6.5.1","12.a.1",-0.968282984046228,0.968282984046228,0
"1388","1.a.2","12.a.1",-0.869675463656199,0.869675463656199,0
"1389","4.2.2","12.a.1",-0.879893120900319,0.879893120900319,0
"1390","15.8.1","12.a.1",-0.866218012451509,0.866218012451509,0
"1391","7.1.1","12.a.1",0.909107231340909,0.909107231340909,1
"1392","3.d.2","12.a.1",0.968282984046229,0.968282984046229,1
"1393","7.3.1","12.a.1",0.960601555798192,0.960601555798192,1
"1394","7.1.2","12.a.1",0.964571272415409,0.964571272415409,1
"1395","17.8.1","12.a.1",-0.933396832011203,0.933396832011203,0
"1396","11.5.1","12.a.1",-0.484214438039476,0.484214438039476,0
"1397","4.5.1","12.a.1",-0.909909618343167,0.909909618343167,0
"1398","6.2.1","12.a.1",0.964786023010313,0.964786023010313,1
"1399","11.5.2","12.a.1",0.349377095739309,0.349377095739309,0
"1400","12.4.2","12.a.1",0.718881180540745,0.718881180540745,1
"1401","8.9.1","12.a.1",-0.658463788068354,0.658463788068354,0
"1402","3.8.2","12.a.1",0.725029914683143,0.725029914683143,1
"1403","4.3.1","12.a.1",0.970666343766222,0.970666343766222,1
"1404","7.2.1","12.a.1",-0.862078058333386,0.862078058333386,0
"1405","2.a.1","12.a.1",-0.841768229341507,0.841768229341507,0
"1406","6.4.2","12.a.1",0.953094315098234,0.953094315098234,1
"1407","6.6.1","12.a.1",-0.949116353140912,0.949116353140912,0
"1408","3.8.1","12.a.1",-0.968282984046228,0.968282984046228,0
"1409","10.5.1","12.a.1",0.913617576652166,0.913617576652166,1
"1410","6.4.1","12.a.1",-0.951425946183281,0.951425946183281,0
"1411","10.7.3","12.a.1",-0.0786502563226789,0.0786502563226789,0
"1412","11.1.1","12.a.1",0.935443649272687,0.935443649272687,1
"1413","2.c.1","12.a.1",-0.125209120820426,0.125209120820426,0
"1414","14.1.1","12.a.1",-0.83491093627607,0.83491093627607,0
"1415","1.1.1","12.a.1",0.988942353075079,0.988942353075079,1
"1416","12.c.1","12.a.1",-0.722653623720769,0.722653623720769,0
"1417","11.b.1","12.a.1",-0.651039842322295,0.651039842322295,0
"1418","2.2.2","12.a.1",0.966026919464046,0.966026919464046,1
"1419","9.5.2","12.a.1",0.962351185606711,0.962351185606711,1
"1420","3.4.1","12.a.1",-0.968282984046228,0.968282984046228,0
