Year,GR_G14_GDP,GR_G14_XDC
2012.0,17.0833389190634,1471850000.0
2013.0,16.8520575973478,1608720000.0
2014.0,16.7663930350318,1772158333.24259
2015.0,15.1136995349544,1742055306.7909
2016.0,14.4527857965904,1792395255.1797
2017.0,14.315428822721,1945441825.21534
2018.0,14.774454549479596,2192279588.4777107
2019.0,14.268394152099097,2259249454.13228
2020.0,,
2021.0,,
