Year,AG_LND_TOTL,AG_LND_FRSTN,AG_LND_FRST
2012.0,,,
2013.0,,,
2014.0,,,
2015.0,187751.9,95027.9,50.61355
2016.0,187751.9,95271.8,50.74345
2017.0,187751.9,93949.8,50.03933
2018.0,187751.9,93344.27,49.71682
2019.0,187751.9,92738.73,49.3943
2020.0,187751.9,92133.2,49.07178
2021.0,,,
