Year,ER_RSK_LST
2012.0,0.79323
2013.0,0.78855
2014.0,0.78485
2015.0,0.78061
2016.0,0.77608
2017.0,0.77231
2018.0,0.7688699999999999
2019.0,0.76517
2020.0,0.75993
2021.0,0.75634
