Year,EN_ATM_PM25
2012.0,16.82987
2013.0,16.60981
2014.0,15.611679999999998
2015.0,16.677120000000002
2016.0,19.04557
2017.0,
2018.0,
2019.0,
2020.0,
2021.0,
