Year,SH_TRP_INTVN
2012.0,146815201.0
2013.0,141350574.0
2014.0,127886656.0
2015.0,111437132.0
2016.0,101813236.0
2017.0,100463258.0
2018.0,100847287.0
2019.0,98728063.0
2020.0,
2021.0,
