UniqueID,TimePeriod,SG_SCP_CNTRY                         ,SG_SCP_OTHER                         ,SG_SCP_POLINS       POLICY_MACRO                  ,SG_SCP_POLINS       POLICY_VOLSRG                  ,SG_SCP_TOTLN                         
TimePeriod,,,,,,
SG_SCP_CNTRY                         ,,,,,,
SG_SCP_OTHER                         ,,,,,,
SG_SCP_POLINS       POLICY_MACRO                  ,,,,,,
SG_SCP_POLINS       POLICY_VOLSRG                  ,,,,,,
SG_SCP_TOTLN                         ,,,,,,
