,UniqueID,Goal,Target,Indicator,SeriesCode
3244,TM_TRF_ZERO             TEX            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3245,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3246,TM_TRF_ZERO             IND            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3247,TM_TRF_ZERO             ARM            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3248,TM_TRF_ZERO             OIL            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3249,TM_TRF_ZERO             CLO            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3250,TM_TRF_ZERO             ALP            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3251,TM_TRF_ZERO             OIL            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3252,TM_TRF_ZERO             IND            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3253,TM_TRF_ZERO             CLO            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3254,TM_TRF_ZERO             ALP            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3255,TM_TRF_ZERO             ARM            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3256,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3257,TM_TRF_ZERO             TEX            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3258,TM_TRF_ZERO             OIL            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3259,TM_TRF_ZERO             TEX            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3260,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3261,TM_TRF_ZERO             ARM            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3262,TM_TRF_ZERO             IND            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3263,TM_TRF_ZERO             CLO            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3264,TM_TRF_ZERO             ALP            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3265,TM_TRF_ZERO             CLO            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3266,TM_TRF_ZERO             TEX            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3267,TM_TRF_ZERO             IND            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3268,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3269,TM_TRF_ZERO             ALP            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3270,TM_TRF_ZERO             ARM            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3271,TM_TRF_ZERO             OIL            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3272,TM_TRF_ZERO             CLO            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3273,TM_TRF_ZERO             TEX            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3274,TM_TRF_ZERO             ARM            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3275,TM_TRF_ZERO             OIL            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3276,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3277,TM_TRF_ZERO             IND            ,10.0,10.a,10.a.1,TM_TRF_ZERO
3278,TM_TRF_ZERO             ALP            ,10.0,10.a,10.a.1,TM_TRF_ZERO
