UniqueID,FI_FSI_FSANL              A           ,FI_FSI_FSERA              A           ,FI_FSI_FSKA              A           ,FI_FSI_FSKNL              A           ,FI_FSI_FSKRTC              A           ,FI_FSI_FSLS              A           ,FI_FSI_FSSNO              A           
FI_FSI_FSANL              A           ,1.0,-0.8879536528878819,0.7560075147003246,0.16167119288500664,0.8391075110942882,-0.3832639782881863,-0.61941666691846
FI_FSI_FSERA              A           ,-0.8879536528878819,1.0,-0.6250043349956225,0.10796379134324902,-0.7177947293260308,0.5669701176743509,0.7479407773965004
FI_FSI_FSKA              A           ,0.7560075147003246,-0.6250043349956225,1.0,-0.16663916934088174,0.9189262317058309,-0.5280272400280429,-0.5776965161774338
FI_FSI_FSKNL              A           ,0.16167119288500664,0.10796379134324902,-0.16663916934088174,1.0,-0.13710308500929688,0.5885964342861386,0.008499811715028241
FI_FSI_FSKRTC              A           ,0.8391075110942882,-0.7177947293260308,0.9189262317058309,-0.13710308500929688,1.0,-0.6729850887670343,-0.6587219811882674
FI_FSI_FSLS              A           ,-0.3832639782881863,0.5669701176743509,-0.5280272400280429,0.5885964342861386,-0.6729850887670343,1.0,0.6053049521904088
FI_FSI_FSSNO              A           ,-0.61941666691846,0.7479407773965004,-0.5776965161774338,0.008499811715028241,-0.6587219811882674,0.6053049521904088,1.0
