UniqueID,TimePeriod,SH_XPD_EARN10                         ,SH_XPD_EARN25                         
TimePeriod,1.0,-0.605528433827055,-0.6265894806051988
SH_XPD_EARN10                         ,-0.605528433827055,1.0,0.7223838846370456
SH_XPD_EARN25                         ,-0.6265894806051988,0.7223838846370456,1.0
