UniqueID,SE_ADT_EDUCTRN BOTHSEX                        ,SE_ADT_EDUCTRN FEMALE                        ,SE_ADT_EDUCTRN MALE                        
SE_ADT_EDUCTRN BOTHSEX                        ,1.0,0.9817252600294488,0.932726711257556
SE_ADT_EDUCTRN FEMALE                        ,0.9817252600294488,1.0,0.8470608729082945
SE_ADT_EDUCTRN MALE                        ,0.932726711257556,0.8470608729082945,1.0
