,UniqueID,Goal,Target,Indicator,SeriesCode
4080,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4081,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4082,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4083,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4084,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4085,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4086,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4087,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4088,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR
4089,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
4090,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
4091,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
4092,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
4093,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
4094,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
4095,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
4096,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
4097,ER_PTD_TERR                         ,15.0,15.1,15.1.2,ER_PTD_TERR
