UniqueID,TimePeriod,ER_PTD_FRHWTR                         ,ER_PTD_TERR                         
TimePeriod,1.0,0.547722557505166,0.9805819702044937
ER_PTD_FRHWTR                         ,0.547722557505166,1.0,0.5712204161075132
ER_PTD_TERR                         ,0.9805819702044937,0.5712204161075132,1.0
