UniqueID,TimePeriod,SI_HEI_TOTL                       B40  ,SI_HEI_TOTL                       _T  
TimePeriod,,,
SI_HEI_TOTL                       B40  ,,,
SI_HEI_TOTL                       _T  ,,,
