UniqueID,TimePeriod,GF_COM_PPPI                         ,GF_COM_PPPI_KD                         
TimePeriod,1.0,0.5793271769598362,0.22130393023134867
GF_COM_PPPI                         ,0.5793271769598362,1.0,0.9996279396571487
GF_COM_PPPI_KD                         ,0.22130393023134867,0.9996279396571487,1.0
