,UniqueID,Goal,Target,Indicator,SeriesCode
4273,SG_INT_MBRDEV                         IFC,16.0,16.8,16.8.1,SG_INT_MBRDEV
4274,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4275,SG_INT_MBRDEV                         ECOSOC,16.0,16.8,16.8.1,SG_INT_MBRDEV
4276,SG_INT_MBRDEV                         UNGA,16.0,16.8,16.8.1,SG_INT_MBRDEV
4277,SG_INT_MBRDEV                         IABD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4278,SG_INT_MBRDEV                         WTO,16.0,16.8,16.8.1,SG_INT_MBRDEV
4279,SG_INT_MBRDEV                         IMF,16.0,16.8,16.8.1,SG_INT_MBRDEV
4280,SG_INT_MBRDEV                         UNGA,16.0,16.8,16.8.1,SG_INT_MBRDEV
4281,SG_INT_MBRDEV                         ECOSOC,16.0,16.8,16.8.1,SG_INT_MBRDEV
4282,SG_INT_MBRDEV                         IFC,16.0,16.8,16.8.1,SG_INT_MBRDEV
4283,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4284,SG_INT_MBRDEV                         IABD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4285,SG_INT_MBRDEV                         IMF,16.0,16.8,16.8.1,SG_INT_MBRDEV
4286,SG_INT_MBRDEV                         WTO,16.0,16.8,16.8.1,SG_INT_MBRDEV
4287,SG_INT_MBRDEV                         IFC,16.0,16.8,16.8.1,SG_INT_MBRDEV
4288,SG_INT_MBRDEV                         WTO,16.0,16.8,16.8.1,SG_INT_MBRDEV
4289,SG_INT_MBRDEV                         UNGA,16.0,16.8,16.8.1,SG_INT_MBRDEV
4290,SG_INT_MBRDEV                         IABD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4291,SG_INT_MBRDEV                         IMF,16.0,16.8,16.8.1,SG_INT_MBRDEV
4292,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4293,SG_INT_MBRDEV                         WTO,16.0,16.8,16.8.1,SG_INT_MBRDEV
4294,SG_INT_MBRDEV                         IFC,16.0,16.8,16.8.1,SG_INT_MBRDEV
4295,SG_INT_MBRDEV                         UNGA,16.0,16.8,16.8.1,SG_INT_MBRDEV
4296,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4297,SG_INT_MBRDEV                         IMF,16.0,16.8,16.8.1,SG_INT_MBRDEV
4298,SG_INT_MBRDEV                         IABD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4299,SG_INT_MBRDEV                         UNGA,16.0,16.8,16.8.1,SG_INT_MBRDEV
4300,SG_INT_MBRDEV                         IABD,16.0,16.8,16.8.1,SG_INT_MBRDEV
4301,SG_INT_MBRDEV                         IMF,16.0,16.8,16.8.1,SG_INT_MBRDEV
4302,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV
