UniqueID,TimePeriod,ER_FFS_CMPT                         ,ER_FFS_CMPT_GDP                         ,ER_FFS_CMPT_PC                         
TimePeriod,1.0,0.49366803184438846,0.33772869668941385,0.4617604767231751
ER_FFS_CMPT                         ,0.49366803184438846,1.0,0.9852758608515251,0.9993402265516775
ER_FFS_CMPT_GDP                         ,0.33772869668941385,0.9852758608515251,1.0,0.990835434521372
ER_FFS_CMPT_PC                         ,0.4617604767231751,0.9993402265516775,0.990835434521372,1.0
