UniqueID,EN_ATM_PM25          ALLAREA               ,EN_ATM_PM25          RURAL               ,EN_ATM_PM25          URBAN               
EN_ATM_PM25          ALLAREA               ,1.0,0.9833672365428743,0.9885586702974177
EN_ATM_PM25          RURAL               ,0.9833672365428743,1.0,0.9452006333559929
EN_ATM_PM25          URBAN               ,0.9885586702974177,0.9452006333559929,1.0
