UniqueID,SH_STA_STNT                  <5Y       ,SH_STA_STNTN                  <5Y       
SH_STA_STNT                  <5Y       ,1.0,0.9999999999999978
SH_STA_STNTN                  <5Y       ,0.9999999999999978,1.0
