UniqueID,TimePeriod,NV_IND_MANF                     ISIC4_C    ,NV_IND_MANFPC                     ISIC4_C    ,NV_IND_MANF_CD                     ISIC4_C    
TimePeriod,1.0,-0.9762956279494204,0.9752867908247775,-0.9713016775255172
NV_IND_MANF                     ISIC4_C    ,-0.9762956279494204,1.0,-0.9775344178554997,0.9815885275083988
NV_IND_MANFPC                     ISIC4_C    ,0.9752867908247775,-0.9775344178554997,1.0,-0.968236993578156
NV_IND_MANF_CD                     ISIC4_C    ,-0.9713016775255172,0.9815885275083988,-0.968236993578156,1.0
