UniqueID,SG_DSR_SILN                         ,SG_DSR_SILS                         ,SG_GOV_LOGV                         
SG_DSR_SILN                         ,1.0,0.9999999957458804,
SG_DSR_SILS                         ,0.9999999957458804,1.0,
SG_GOV_LOGV                         ,,,
