UniqueID,TimePeriod,EG_ACS_ELEC          ALLAREA               ,EG_ACS_ELEC          RURAL               ,EG_ACS_ELEC          URBAN               
TimePeriod,1.0,0.9575058014734608,0.9839989676081822,0.5773502691896257
EG_ACS_ELEC          ALLAREA               ,0.9575058014734608,1.0,0.9564422442668701,0.552816232231331
EG_ACS_ELEC          RURAL               ,0.9839989676081822,0.9564422442668701,1.0,0.4749789427930457
EG_ACS_ELEC          URBAN               ,0.5773502691896257,0.552816232231331,0.4749789427930457,1.0
