UniqueID,FB_BNK_ACCSS BOTHSEX                 15+       ,FB_BNK_ACCSS FEMALE                 15+       ,FB_BNK_ACCSS MALE                 15+       
FB_BNK_ACCSS BOTHSEX                 15+       ,1.0,1.0,0.9999999999999998
FB_BNK_ACCSS FEMALE                 15+       ,1.0,1.0,0.9999999999999997
FB_BNK_ACCSS MALE                 15+       ,0.9999999999999998,0.9999999999999997,1.0
