,UniqueID,Goal,Target,Indicator,SeriesCode
2943,IS_RDP_FRGVOL     AIR                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2944,IS_RDP_FRGVOL     AIR                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2945,IS_RDP_FRGVOL     ROA                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2946,IS_RDP_FRGVOL     IWW                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2947,IS_RDP_FRGVOL     RAI                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2948,IS_RDP_FRGVOL     RAI                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2949,IS_RDP_FRGVOL     IWW                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2950,IS_RDP_FRGVOL     ROA                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2951,IS_RDP_FRGVOL     AIR                    ,9.0,9.1,9.1.2,IS_RDP_FRGVOL
2952,IS_RDP_PFVOL     AIR                    ,9.0,9.1,9.1.2,IS_RDP_PFVOL
2953,IS_RDP_PFVOL     ROA                    ,9.0,9.1,9.1.2,IS_RDP_PFVOL
2954,IS_RDP_PFVOL     AIR                    ,9.0,9.1,9.1.2,IS_RDP_PFVOL
2955,IS_RDP_PFVOL     RAI                    ,9.0,9.1,9.1.2,IS_RDP_PFVOL
2956,IS_RDP_PFVOL     ROA                    ,9.0,9.1,9.1.2,IS_RDP_PFVOL
2957,IS_RDP_PFVOL     RAI                    ,9.0,9.1,9.1.2,IS_RDP_PFVOL
2958,IS_RDP_PFVOL     AIR                    ,9.0,9.1,9.1.2,IS_RDP_PFVOL
2959,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL
2960,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL
2961,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL
2962,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL
2963,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL
2964,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL
2965,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL
2966,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL
