UniqueID,SP_ACS_BSRVH2O          ALLAREA               ,SP_ACS_BSRVH2O          RURAL               ,SP_ACS_BSRVH2O          URBAN               ,SP_ACS_BSRVSAN          ALLAREA               ,SP_ACS_BSRVSAN          RURAL               ,SP_ACS_BSRVSAN          URBAN               
SP_ACS_BSRVH2O          ALLAREA               ,1.0,0.9897624106974509,0.9439513024000133,0.991896820788368,0.9863495675878812,0.9880567125247202
SP_ACS_BSRVH2O          RURAL               ,0.9897624106974509,1.0,0.970913185507903,0.9992600812897366,0.9992391870586647,0.9974583994130392
SP_ACS_BSRVH2O          URBAN               ,0.9439513024000133,0.970913185507903,1.0,0.9662022175290894,0.973014519189088,0.9655128794080862
SP_ACS_BSRVSAN          ALLAREA               ,0.991896820788368,0.9992600812897366,0.9662022175290894,1.0,0.9982710798949388,0.9963024491794384
SP_ACS_BSRVSAN          RURAL               ,0.9863495675878812,0.9992391870586647,0.973014519189088,0.9982710798949388,1.0,0.9981212532440842
SP_ACS_BSRVSAN          URBAN               ,0.9880567125247202,0.9974583994130392,0.9655128794080862,0.9963024491794384,0.9981212532440842,1.0
