UniqueID,TimePeriod,ER_GRF_ANIMRCNTN                         ,ER_GRF_PLNTSTOR                         
TimePeriod,1.0,,0.8799417928071698
ER_GRF_ANIMRCNTN                         ,,,
ER_GRF_PLNTSTOR                         ,0.8799417928071698,,1.0
