UniqueID,TimePeriod,SN_ITK_DEFC                         ,SN_ITK_DEFCN                         
TimePeriod,1.0,-0.9150972597832574,-0.8800971139859334
SN_ITK_DEFC                         ,-0.9150972597832574,1.0,0.9961339083055691
SN_ITK_DEFCN                         ,-0.8800971139859334,0.9961339083055691,1.0
