UniqueID,TimePeriod,GR_G14_GDP              A           ,GR_G14_XDC              A           
TimePeriod,1.0,-0.9024230801417236,0.9666492072570675
GR_G14_GDP              A           ,-0.9024230801417236,1.0,-0.7639238176474415
GR_G14_XDC              A           ,0.9666492072570675,-0.7639238176474415,1.0
