,UniqueID,Goal,Target,Indicator,SeriesCode
1568,IT_MOB_OWN BOTHSEX                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1569,IT_MOB_OWN BOTHSEX                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1570,IT_MOB_OWN FEMALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1571,IT_MOB_OWN MALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1572,IT_MOB_OWN BOTHSEX                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1573,IT_MOB_OWN MALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1574,IT_MOB_OWN FEMALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1575,IT_MOB_OWN BOTHSEX                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1576,IT_MOB_OWN MALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1577,IT_MOB_OWN FEMALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1578,IT_MOB_OWN MALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1579,IT_MOB_OWN FEMALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1580,IT_MOB_OWN BOTHSEX                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1581,IT_MOB_OWN MALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1582,IT_MOB_OWN FEMALE                        ,5.0,5.b,5.b.1,IT_MOB_OWN
1583,IT_MOB_OWN BOTHSEX                        ,5.0,5.b,5.b.1,IT_MOB_OWN
