UniqueID,TimePeriod,FI_FSI_FSANL              A           ,FI_FSI_FSERA              A           ,FI_FSI_FSKA              A           ,FI_FSI_FSKNL              A           ,FI_FSI_FSKRTC              A           ,FI_FSI_FSLS              A           ,FI_FSI_FSSNO              A           
TimePeriod,1.0,0.7433368102115656,-0.780826519395956,0.9214521223040285,-0.3553792574577962,0.8668526093680495,-0.7192813575807483,-0.6718737472228667
FI_FSI_FSANL              A           ,0.7433368102115656,1.0,-0.8879536528878821,0.7560075147003245,0.1616711928850066,0.839107511094288,-0.38326397828818654,-0.6194166669184599
FI_FSI_FSERA              A           ,-0.780826519395956,-0.8879536528878821,1.0,-0.6250043349956224,0.10796379134324913,-0.717794729326031,0.5669701176743509,0.7479407773965003
FI_FSI_FSKA              A           ,0.9214521223040285,0.7560075147003245,-0.6250043349956224,1.0,-0.1666391693408818,0.9189262317058309,-0.5280272400280432,-0.5776965161774339
FI_FSI_FSKNL              A           ,-0.3553792574577962,0.1616711928850066,0.10796379134324913,-0.1666391693408818,1.0,-0.1371030850092973,0.5885964342861383,0.008499811715028055
FI_FSI_FSKRTC              A           ,0.8668526093680495,0.839107511094288,-0.717794729326031,0.9189262317058309,-0.1371030850092973,1.0,-0.6729850887670346,-0.658721981188267
FI_FSI_FSLS              A           ,-0.7192813575807483,-0.38326397828818654,0.5669701176743509,-0.5280272400280432,0.5885964342861383,-0.6729850887670346,1.0,0.6053049521904089
FI_FSI_FSSNO              A           ,-0.6718737472228667,-0.6194166669184599,0.7479407773965003,-0.5776965161774339,0.008499811715028055,-0.658721981188267,0.6053049521904089,1.0
