UniqueID,TimePeriod,EN_ATM_CO2                     ISIC4_C10T32X19    ,EN_ATM_CO2                     TOTAL    ,EN_ATM_CO2GDP                         ,EN_ATM_CO2MVA                     ISIC4_C    
TimePeriod,1.0,0.18664510901643985,0.8219886654166136,-0.6223592407701758,-0.38427019971222653
EN_ATM_CO2                     ISIC4_C10T32X19    ,0.18664510901643985,1.0,0.6606419195048884,0.6054729169059259,0.8330110402790768
EN_ATM_CO2                     TOTAL    ,0.8219886654166136,0.6606419195048884,1.0,-0.06940754002470476,0.15095125673064969
EN_ATM_CO2GDP                         ,-0.6223592407701758,0.6054729169059259,-0.06940754002470476,1.0,0.9094915143304858
EN_ATM_CO2MVA                     ISIC4_C    ,-0.38427019971222653,0.8330110402790768,0.15095125673064969,0.9094915143304858,1.0
