UniqueID,TimePeriod,SE_ADT_EDUCTRN BOTHSEX                        ,SE_ADT_EDUCTRN FEMALE                        ,SE_ADT_EDUCTRN MALE                        
TimePeriod,1.0,-0.9967482342385352,-0.99386738368436,-0.9006382371156185
SE_ADT_EDUCTRN BOTHSEX                        ,-0.9967482342385352,1.0,0.9817252600294485,0.9327267112575574
SE_ADT_EDUCTRN FEMALE                        ,-0.99386738368436,0.9817252600294485,1.0,0.8470608729082949
SE_ADT_EDUCTRN MALE                        ,-0.9006382371156185,0.9327267112575574,0.8470608729082949,1.0
