UniqueID,TimePeriod,SE_PRE_PARTN BOTHSEX                        ,SE_PRE_PARTN FEMALE                        ,SE_PRE_PARTN MALE                        
TimePeriod,1.0,-0.9068608347091206,0.20701966780270628,-0.8715969707633532
SE_PRE_PARTN BOTHSEX                        ,-0.9068608347091206,1.0,-0.43611452239883375,0.991141527355785
SE_PRE_PARTN FEMALE                        ,0.20701966780270628,-0.43611452239883375,1.0,-0.5517551340345731
SE_PRE_PARTN MALE                        ,-0.8715969707633532,0.991141527355785,-0.5517551340345731,1.0
