UniqueID,TimePeriod,ER_CBD_ABSCLRHS                         ,ER_CBD_NAGOYA                         ,ER_CBD_ORSPGRFA                         ,ER_CBD_PTYPGRFA                         ,ER_CBD_SMTA                         
TimePeriod,1.0,,,0.8783100656536799,,0.9517685891577309
ER_CBD_ABSCLRHS                         ,,,,,,
ER_CBD_NAGOYA                         ,,,,,,
ER_CBD_ORSPGRFA                         ,0.8783100656536799,,,1.0,,0.6979649635834915
ER_CBD_PTYPGRFA                         ,,,,,,
ER_CBD_SMTA                         ,0.9517685891577309,,,0.6979649635834915,,1.0
