UniqueID,SL_TLF_NEET BOTHSEX                 15-24       ,SL_TLF_NEET FEMALE                 15-24       ,SL_TLF_NEET MALE                 15-24       
SL_TLF_NEET BOTHSEX                 15-24       ,1.0,0.9572917068154277,0.42857721140297356
SL_TLF_NEET FEMALE                 15-24       ,0.9572917068154277,1.0,0.15034193924130249
SL_TLF_NEET MALE                 15-24       ,0.42857721140297356,0.15034193924130249,1.0
