UniqueID,TimePeriod,IT_MOB_OWN BOTHSEX                        ,IT_MOB_OWN FEMALE                        ,IT_MOB_OWN MALE                        
TimePeriod,1.0,0.9592457811240775,0.9882700444421163,0.9825933287245893
IT_MOB_OWN BOTHSEX                        ,0.9592457811240775,1.0,0.999388675869967,0.998433139654924
IT_MOB_OWN FEMALE                        ,0.9882700444421163,0.999388675869967,1.0,0.9958681155614599
IT_MOB_OWN MALE                        ,0.9825933287245893,0.998433139654924,0.9958681155614599,1.0
