UniqueID,TimePeriod,SL_TLF_NEET BOTHSEX                 15-24       ,SL_TLF_NEET FEMALE                 15-24       ,SL_TLF_NEET MALE                 15-24       
TimePeriod,1.0,-0.8851925731008301,-0.9697454909739511,0.011150413311667854
SL_TLF_NEET BOTHSEX                 15-24       ,-0.8851925731008301,1.0,0.9572917068154276,0.42857721140297256
SL_TLF_NEET FEMALE                 15-24       ,-0.9697454909739511,0.9572917068154276,1.0,0.15034193924130182
SL_TLF_NEET MALE                 15-24       ,0.011150413311667854,0.42857721140297256,0.15034193924130182,1.0
