UniqueID,TimePeriod,ER_MRN_MARIN              A           ,ER_MRN_MARINT              A           ,ER_MRN_MPA                         
TimePeriod,1.0,,,0.9726475931304205
ER_MRN_MARIN              A           ,,,,
ER_MRN_MARINT              A           ,,,,
ER_MRN_MPA                         ,0.9726475931304205,,,1.0
