Year,EN_SCP_FSHGDP
2012.0,
2013.0,0.5172899999999999
2014.0,
2015.0,0.56313
2016.0,
2017.0,0.5313899999999999
2018.0,0.51008
2019.0,
2020.0,
2021.0,
