Year,IS_RDP_PORFVOL
2012.0,10713294.0
2013.0,11718228.0
2014.0,11636900.0
2015.0,12031700.0
2016.0,12431700.0
2017.0,12829600.0
2018.0,14060600.0
2019.0,14763630.0
2020.0,
2021.0,
