Target,17.1,17.10,17.12,17.13,17.17,17.18,17.19,17.3,17.4,17.6,17.8,17.9
17.1,1.0,0.0753010058404759,-0.14462829368941604,0.1030271004765726,0.6103224040434136,,,0.48582543462803657,-0.07416210376170763,0.03426778524625648,-0.15064964539125822,0.029646491746526258
17.10,0.0753010058404759,1.0,0.5514796555611139,-0.677073602662987,0.32270177265410027,,,0.03631310049970995,0.2714359245659795,-0.2750906821919038,-0.5202292866679802,-0.6164843145618434
17.12,-0.14462829368941604,0.5514796555611139,1.0,-0.06917241226639582,-0.21153015095869127,,,-0.5699127810829062,0.09530379028212721,-0.6545944733226768,-0.4933242818697067,-0.31291191664407886
17.13,0.1030271004765726,-0.677073602662987,-0.06917241226639582,1.0,-0.10786589105034282,,,-0.015837768747623816,-0.1027198531975784,-0.7870526401024728,-0.734237892915695,0.7391697784131854
17.17,0.6103224040434136,0.32270177265410027,-0.21153015095869127,-0.10786589105034282,1.0,,,0.7728489898735645,0.27153071946696955,-0.4559714681991281,-0.6792322962032374,-0.04584681193778696
17.18,,,,,,,,,,,,
17.19,,,,,,,,,,,,
17.3,0.48582543462803657,0.03631310049970995,-0.5699127810829062,-0.015837768747623816,0.7728489898735645,,,1.0,0.1426904731406422,-0.3630741912319523,-0.6391533996009129,-0.2753802682300685
17.4,-0.07416210376170763,0.2714359245659795,0.09530379028212721,-0.1027198531975784,0.27153071946696955,,,0.1426904731406422,1.0,0.04231577475350309,0.13334646467216707,-0.3015382993898646
17.6,0.03426778524625648,-0.2750906821919038,-0.6545944733226768,-0.7870526401024728,-0.4559714681991281,,,-0.3630741912319523,0.04231577475350309,1.0,0.9254064855017564,-0.8788802842905378
17.8,-0.15064964539125822,-0.5202292866679802,-0.4933242818697067,-0.734237892915695,-0.6792322962032374,,,-0.6391533996009129,0.13334646467216707,0.9254064855017564,1.0,-0.6853075822407441
17.9,0.029646491746526258,-0.6164843145618434,-0.31291191664407886,0.7391697784131854,-0.04584681193778696,,,-0.2753802682300685,-0.3015382993898646,-0.8788802842905378,-0.6853075822407441,1.0
