Target,16.10,16.2,16.3,16.5,16.6,16.8,16.9,16.a
16.10,,,,,,,,
16.2,,1.0,,,-0.26288837406178145,1.0,,
16.3,,,1.0,,1.0,-1.0,,
16.5,,,,,,,,
16.6,,-0.26288837406178145,1.0,,1.0,0.129618458415034,,
16.8,,1.0,-1.0,,0.129618458415034,1.0,,
16.9,,,,,,,,
16.a,,,,,,,,
