Target,7.1,7.2,7.3,7.a,7.b
7.1,1.0,-0.7122221399395061,0.8046797686204678,-0.4873921447328809,0.9120102231706977
7.2,-0.7122221399395061,1.0,-0.7484039442559889,0.5027018406593338,-0.8088641579730862
7.3,0.8046797686204678,-0.7484039442559889,1.0,-0.20891872814954585,0.8410862710989604
7.a,-0.4873921447328809,0.5027018406593338,-0.20891872814954585,1.0,-0.4873776185487807
7.b,0.9120102231706977,-0.8088641579730862,0.8410862710989604,-0.4873776185487807,1.0
