Target,10.4,10.5,10.6,10.7,10.a,10.b,10.c
10.4,1.0,-0.24035742719353126,-0.9819805060619651,-0.047565149415450314,-0.6773934794127024,0.12210195215039614,1.0
10.5,-0.24035742719353126,1.0,-0.2122478293901485,0.29905859282231234,-0.19604647313128354,-0.385678260124975,0.4713892989938417
10.6,-0.9819805060619651,-0.2122478293901485,1.0,0.20701966780270625,0.6793105288788978,0.5824053844149581,-0.0370074361578138
10.7,-0.047565149415450314,0.29905859282231234,0.20701966780270625,1.0,-0.3372022517910076,-0.13460320311153995,-0.07094432652673423
10.a,-0.6773934794127024,-0.19604647313128354,0.6793105288788978,-0.3372022517910076,1.0,0.8179845705226143,0.5715321480174862
10.b,0.12210195215039614,-0.385678260124975,0.5824053844149581,-0.13460320311153995,0.8179845705226143,1.0,0.2229747796175688
10.c,1.0,0.4713892989938417,-0.0370074361578138,-0.07094432652673423,0.5715321480174862,0.2229747796175688,1.0
