Target,1.1,1.2,1.3,1.4,1.5,1.a,10.4,10.5,10.6,10.7,10.a,10.b,10.c,11.1,11.5,11.a,11.b,12.1,12.2,12.3,12.4,12.6,12.8,12.a,12.b,12.c,13.1,13.3,14.1,14.4,14.5,14.6,14.7,14.b,15.1,15.2,15.3,15.4,15.5,15.6,15.8,15.a,15.b,16.10,16.2,16.3,16.5,16.6,16.8,16.9,16.a,17.1,17.10,17.12,17.13,17.17,17.18,17.19,17.3,17.4,17.6,17.8,17.9,2.1,2.2,2.3,2.5,2.a,2.c,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.b,3.c,3.d,4.1,4.3,4.5,4.7,4.b,5.2,5.3,5.5,5.a,6.2,6.4,6.5,6.6,6.a,6.b,7.1,7.2,7.3,7.a,7.b,8.1,8.10,8.2,8.3,8.4,8.5,8.6,8.8,8.a,8.b,9.1,9.2,9.4,9.5,9.a,9.b,9.c
12.4,,,,1.0,1.0,,,1.0,-1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,-1.0,,,1.0000000000000002,-1.0,,,,,,,,,-1.0,-1.0,,,,,,0.9999999999999999,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.a,-0.9396526791749061,,,0.8841939451097599,0.4769957113997283,0.06682996857870821,-0.5334452928088206,0.8189100225732653,-0.7082581920525174,0.6354259177278743,-0.6591863425592156,-0.18896170857196606,0.20772225802302483,-0.9826830031760636,1.0,,0.33649015070558436,,0.5318069703158195,,,,,1.0,,0.866680013273472,0.4769957113997283,,0.9999999999999998,,,,-0.9824108286424802,,-0.7641363834215892,,,0.8454427401886995,-0.9492154686872666,-0.20620037076596875,,-0.38323192053808186,-0.38323192053808186,,0.8624175350263386,1.0,,0.20990705507453616,-0.7082581920525174,,,-0.25530843527299135,-0.202787484541593,0.32431617006298585,-0.37342541239104143,-0.8005824250528484,,,-0.8136743705518087,-0.11349159774250407,0.8885771919826697,0.9748740252853769,0.01139256035216073,-0.8378009661628487,,,,-0.8921779306926818,-0.327501260696588,-0.9575196820268114,-0.9506795225032485,-0.7891432209942248,0.9999999999999998,,1.0,,-1.0,,-0.13294415704429718,1.0,-0.42803711117289,,-0.9253952469271002,-1.0,,-0.8947688309182461,,,-1.0000000000000002,,,0.8375644255869673,,-0.11835161494578639,0.7358417927361754,,0.9120102231706977,-0.8088641579730862,0.8410862710989604,-0.4873776185487807,1.0,-0.23152452137422208,0.8827908232050573,-0.016016754758954335,-0.12509125985484446,0.5318069703158195,0.6456339920282701,0.6405512380224888,-0.7334504825419113,-0.7909533942241577,,0.9577744884121928,-0.7144050488280118,0.8611361616812165,-0.7577402196164428,0.2980159313091645,-1.4385119227178416e-16,0.9950602813521598
12.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.c,-0.9440464448122474,,,0.9352573049777139,-0.11829319503627765,-0.02527433924608231,0.9011857456751564,0.472238364620314,-0.8846846314465527,0.2532512023302248,-0.9052767487719925,-0.8472899074172651,-0.1846694182742111,,1.0,,0.592127437657495,,-0.9954985098011856,,,,,0.866680013273472,,1.0,-0.11829319503627765,,-1.0,,,,-0.9999999999999999,,-0.9808901076177977,,,0.8894297098940109,-0.9729283856497286,0.6938192621162164,,-0.8553272436579815,-0.8553272436579815,,-1.0,0.9999999999999998,,0.8483738551295491,-0.8846846314465527,,,0.6049565268408394,-0.0865045347010158,0.5861051207833834,0.5493383192938389,-0.4535232872621265,,,-0.8883819123741967,0.04459123829645353,0.9915853191210854,0.9904081460897678,0.438382690242994,-0.5937855105253049,,,,-0.3050466247487429,-0.9795714764014611,-0.9995932781089489,-0.988941054069878,-0.99811974885569,1.0,,1.0,,-1.0,,0.9740265257724345,0.9999999999999999,-0.8570768263711408,,-1.0,,,-0.4463565262868078,,,1.0000000000000002,,,0.915895002111979,,-0.9998995536713192,0.9072307841529617,,0.9755189602290153,0.6410069293725595,0.32567661074402354,0.4184214387212796,0.866680013273472,-0.08001653163494128,0.38668012816413483,-0.2676339965236105,0.39062659886270334,-0.9954985098011856,0.9971662990617948,0.917609182513865,-0.8743724795888002,0.0027342542680522056,,0.8086768411515114,-0.9420308146419824,-0.5062625758477997,-0.004780928397377045,0.5803641194040348,,0.9176091825138649
13.1,-0.4966551552312988,,,0.46561731352566516,1.0,0.18509796063907674,-0.26742050191979433,0.34656093514244973,-0.11725779302204567,0.05137429454059934,0.2162306597905979,-0.1842693576931036,0.3177250834039541,-0.5000158306611733,1.0,,-0.23720494659987174,,0.2759412997167676,,1.0,,,0.4769957113997283,,-0.11829319503627765,1.0,,-0.256456423970344,,,,-0.7591672321992016,1.0,-0.30056883951656194,,,0.413217231037145,-0.5688215920924179,0.08932242136175186,,-0.35414660912751766,-0.35414660912751766,,0.8336787503074298,1.0,,-0.7065741141088641,-0.11725779302204567,,,0.03189510080012916,-0.009106363324063008,-0.21880761083153394,-0.5806931164185457,0.660802664260068,,,-0.05285004525520275,0.25947558865282716,0.7056884649336758,0.8706982173105822,-0.2952397593388481,-0.5327030563809436,,,,-0.2682057730778307,-0.004226253083122295,-0.809114360631115,-0.2949314840216184,-0.20031744898521556,1.0,,1.0,,-1.0,,-0.13486915789831722,-0.9999999999999999,-0.7464573154831254,,-0.9513573346625003,-1.0,,-0.55157240753552,,,1.0,,,0.45231330545199455,-1.0,0.8991021500300511,0.0057736678329245285,,0.30979551327163896,-0.4123737827989772,0.7549943924598003,-0.27071017687243254,0.4769957113997283,-0.6143235360759309,0.5494846961360165,-0.1263034137223323,-0.018450369086519564,0.2759412997167676,0.4814663896876706,0.4870550265172201,-0.205765023467207,-0.596438550723245,,0.29043783310229176,-0.02388305312103043,0.572080691226989,-0.5593933089529486,-0.43640799098038835,0.0,0.9567521725862884
13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1,,,,-0.9647345840854233,-0.256456423970344,0.9999999999999999,,0.7000772040002049,,0.7038723651123726,1.0000000000000002,1.0,1.0,,,,-0.7083884987266041,,,,,,,0.9999999999999998,,-1.0,-0.256456423970344,,1.0,,,,,-1.0,0.7038534213922453,,,,0.7794328490888435,-0.9647345840854233,,,,,,,,0.3474557707910099,,,,1.0,-1.0,-1.0,0.910888415645586,-0.2635395766487064,,,1.0000000000000002,-1.0,,,1.0,-1.0,,,,1.0,,,1.0,0.9999999999999999,,,,,,,1.0,,,,,,,-1.0,,,-1.0,,,,,1.0,1.0,,-1.0,,,,0.9999999999999998,-1.0,-1.0,-1.0,-0.9999999999999999,,,,,-1.0,,1.0,1.0,,,1.0,,
14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7,0.9851835083503412,,,-0.9829051122514745,-0.7591672321992016,-0.8932809698540037,0.7657797584596373,-0.7522467885258276,0.9999999999999998,1.0,1.0,0.4687888138606508,-0.9999999999999998,,,,-0.9078852194471958,,-0.7252830657421311,,,,,-0.9824108286424802,,-0.9999999999999999,-0.7591672321992016,,,,,,1.0,,0.9999999999999998,,,-0.9926685730390309,0.9817879709648518,,,0.9344454396842329,0.9344454396842329,,-1.0,,,-0.3718046211622249,0.9999999999999998,,,0.36413654026663494,0.9999999999999999,0.014006741420126437,0.8432435012312546,0.9857456407550292,,,0.9969028439196782,0.6797973807936466,-0.9998488732075621,-0.9659398229955385,0.6862422238156405,0.8839380060120873,,,,0.7548347596878684,0.019757886366501904,0.9926755117352475,0.9894225009157783,0.6907581192333516,,,,,1.0,,0.4368764906691884,,0.36207557969381415,,1.0,,,0.95529802690909,,,,,,-0.9712963660016773,,,-0.6373635102451157,,-0.95529802690909,0.7083499153811678,-0.9750965790349421,-0.2055509187788484,-0.9824108286424802,0.3869068688168309,-0.998447297494526,0.9880207791766801,0.7657797584596374,-0.7252830657421311,-0.7591643733830342,-0.33200615374413295,1.0,0.9999997882339331,,-0.9917458539530529,0.9254723173815328,-0.8967065563706853,0.9721758919549088,0.9581364892746407,-6.754069909055394e-16,-0.9999999999999999
14.b,,,,1.0,1.0,,,-1.0,,-1.0,,,,,,,-1.0,,,,,,,,,,1.0,,-1.0,,,,,1.0,-1.0,,,,-1.0,1.0,,,,,,,,-1.0,,,,,,,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1,0.9486832980505158,,,-0.9710070697249307,-0.30056883951656194,0.12401983866650676,-0.9449111825230626,0.13713361508397268,0.8280834067470353,-0.0857160956131923,0.9420872258765217,0.7704975229819245,0.32863297575916806,,-0.9837452321375995,,-0.39378642029378785,,0.9998018821179175,,-1.0,,,-0.7641363834215892,,-0.9808901076177977,-0.30056883951656194,,0.7038534213922453,,,,0.9999999999999998,-1.0,1.0,,,-0.8302098170960778,0.9922538201305202,-0.8660174032171802,,0.8159205376046162,0.8159205376046162,,1.0,-0.9999999999999999,,0.47146266509370854,0.8280834067470353,,,-0.4624059268382723,0.01270699992896675,-0.7043700965391602,-0.4188840502385011,-0.6507284746050692,,,0.9320978760426236,-0.0035171881807859076,-0.970223410756991,-0.9997170183006883,-0.37614744051392685,0.4401013299135592,,,,0.41702167334164164,0.9289664740180394,0.9897433186107898,0.9987643021990381,0.9776188236418836,-1.0,,-1.0,,1.0,,-0.9271787678326793,-1.0,0.792405815693073,,1.0000000000000002,,,0.2981547910883469,,,-1.0,,,-0.8916793283125355,1.0000000000000002,0.9972840042239738,-0.8984454430410642,,-0.9899481870352108,-0.6145022846870254,-0.20869967789999444,-0.3820008762807417,-0.7641363834215892,-0.10671638640885779,-0.22465611453944664,0.08715482635935966,-0.4517728832283348,0.9998018821179175,-0.9819805060619688,-0.866025403784448,0.8666558247275434,-0.19223123462695033,,-0.8098009220243839,0.9832701603648902,0.5893013926083875,-0.11094385405520725,-0.58768920692641,,-0.8660254037844481
15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4,-0.9451201658186278,,,0.8124220936144742,0.413217231037145,-0.10276236585072723,-0.8862192453395572,0.4997028886452818,-0.9999155835712087,0.09047155174571696,-0.6839611678215612,-0.2402707686392429,0.037007436157813794,-0.5431190441633688,0.5527158974743578,,0.26926367183452377,,0.832395890135079,,1.0000000000000002,,,0.8454427401886995,,0.8894297098940109,0.413217231037145,,,,,,-0.9926685730390309,,-0.8302098170960778,,,1.0,-0.8444374625307808,0.40824829046386296,,-0.1688748151070802,-0.1688748151070802,,0.6986693953613057,1.0000000000000002,,-0.22892615666977614,-0.9999155835712087,,,-0.0036467411127141702,-0.46336583555237015,0.3008191106282495,-0.4273294414731623,0.1987274006678854,,,-0.5229863389739794,-0.27003938005948436,0.9623238054144208,0.8647628318186587,-0.2444463156917579,-0.5079803431060346,,,,-0.7265661212385969,-0.062179816976676267,-0.9289336654944647,-0.9027714092473759,-0.621200613516242,1.0000000000000002,,1.0,,-1.0,,-0.5498987526279759,,0.030482419838744734,,-0.9130100559795378,-1.0,,-0.8076115128421855,,,,,,0.9843113231855459,,,0.5352427741074374,,0.6551948710472896,-0.7773544578335284,0.535941260186015,-0.5385763893432618,0.8454427401886995,0.22224829421527587,0.9426963264329496,0.0379161347655373,-0.5580400651519671,0.832395890135079,0.7755491814713094,0.6984061376654632,-0.9838031620120198,-0.9213839361833771,,0.8587673951054138,-0.806203410435644,0.866521598493081,-0.8852841311097418,0.10425493377788286,-3.1840866621591964e-14,0.5900952384099943
15.5,0.9677664096406582,,,-0.9786750359168853,-0.5688215920924179,0.1286641218113116,0.6278171203991354,-0.40164724461674023,0.7776731109570421,-0.3976151380253349,0.978548758215702,0.259062906142625,0.406149859186748,0.947049556922966,-0.996210594491191,,-0.4234287347873113,,-0.6598222999757393,,-1.0,,,-0.9492154686872666,,-0.9729283856497286,-0.5688215920924179,,0.7794328490888435,,,,0.9817879709648518,-1.0,0.9922538201305202,,,-0.8444374625307808,1.0,-0.9104448616603339,,0.3056516488995903,0.3056516488995903,,-0.8352769420465244,-1.0,,0.47075020845353643,0.7776731109570421,,,0.20226802507897534,-0.12178521877945146,-0.5789569528530164,0.3468444058473026,-0.4698207552710911,,,0.8338353724783879,0.06178801862415378,-0.9525743927169585,-0.9911623093235216,0.10897828203317596,0.6811325326487994,,,,0.8762357824225573,0.37920324648766496,0.9929571246065567,0.9944635553591556,0.8606083610524492,-1.0,,-1.0,,1.0,,0.1600102109752972,-0.9999999999999998,0.3079621005448829,,0.8865056605272384,1.0,,0.7865022819304469,,,-1.0,,,-0.8912763041818856,1.0,0.9657074686044967,-0.7724039994569594,,-0.9293944095831298,0.7971909378502229,-0.7641937150173299,0.5605555315265334,-0.9492154686872666,0.00184936122401536,-0.8582185044587982,-0.0662018525840126,0.16374748268775366,-0.6598222999757393,-0.7565283128144004,-0.7374981085135242,0.8288140161927829,0.712238579815074,,-0.9647084662532689,0.8602660798656278,-0.8648168023375388,0.7970425735442488,-0.29685048524000834,-4.372747971404473e-14,-0.9856118704986857
15.6,,,,0.9128709291752768,0.08932242136175186,-0.6793662204867577,,-0.894332655055892,-0.408248290463863,-0.14237369936287486,-0.9712107359700078,-0.9222014172866059,-0.9819805060619656,,0.9980773211454137,,0.6108651162268025,,,,,,,-0.20620037076596875,,0.6938192621162164,0.08932242136175186,,-0.9647345840854233,,,,,1.0,-0.8660174032171802,,,0.40824829046386296,-0.9104448616603339,1.0,,,,,,,,-0.6015761376400931,-0.408248290463863,,,-0.6581594824242953,0.5655677338502156,0.999978691243496,0.020725519537843892,0.6206717202456228,,,-0.5907468391417234,0.2233304609820983,,,-0.43434022757225144,0.8575365629190419,,,,-0.5721837199310377,-0.5488604301969737,,-0.7565477075045203,-0.7577395118098829,,,,,,,0.42365927286816174,,,,,,,0.7777777777777777,,,1.0,,,,-1.0,-0.826832290395892,0.294711334646092,,0.8783100656536799,,,,-0.20620037076596875,0.8859285951958638,-0.48794366358350566,0.8385481602338832,0.6375767130633346,,,,,0.8676205069417398,,0.493981415933312,-0.8681403631948711,,,-0.013308363456702022,,
15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.a,0.15467727124169434,,,-0.3788995039501945,-0.35414660912751766,-0.8091860266369194,-0.20046774478038198,-0.5834409818801003,0.9239612774588931,-0.07802924793156135,0.7326175629775609,0.43709016529947986,-0.7046456213943967,0.83603746131559,-1.0,,-0.5461044035166374,,0.4850134935695567,,,,,-0.38323192053808186,,-0.8553272436579815,-0.35414660912751766,,,,,,0.9344454396842329,,0.8159205376046162,,,-0.1688748151070802,0.3056516488995903,,,1.0,1.0,,-0.014900960607408668,-0.9999999999999999,,-0.6020530805540283,0.9239612774588931,,,0.2304175643591437,0.7275740959794534,-0.4436554430871754,-0.09596959332330024,0.6900404403102346,,,0.53579857686626,0.4359036568151338,0.009177997677084684,-0.2892834944634658,-0.3642373569791284,0.7102428601160553,,,,0.10003614076687359,0.5829056141686881,0.1530535105382591,0.2693795991632304,0.6589035917931259,,,,,1.0,,-0.5378365638803251,1.0,0.634347089790781,,0.5873461360445946,1.0,,0.3196825401248326,,,,,,-0.05858758996440044,,-1.0000000000000002,-0.5336453919655637,,-0.42549022236179124,0.07837563005283806,-0.3912712312244004,-0.44721766628965054,-0.38323192053808186,0.6300647969076869,-0.07519144518878886,0.8036919002692492,-0.3355224071825112,0.4850134935695567,0.4246118282307339,0.47040251179153825,0.9791019111475452,0.2922252575239771,,-0.18382336928065984,0.21286929374832933,-0.09278058420035375,-0.07893198026544905,-0.015037649617695286,4.006583639335577e-17,-0.7747965317338525
15.b,0.15467727124169434,,,-0.3788995039501945,-0.35414660912751766,-0.8091860266369194,-0.20046774478038198,-0.5834409818801003,0.9239612774588931,-0.07802924793156135,0.7326175629775609,0.43709016529947986,-0.7046456213943967,0.83603746131559,-1.0,,-0.5461044035166374,,0.4850134935695567,,,,,-0.38323192053808186,,-0.8553272436579815,-0.35414660912751766,,,,,,0.9344454396842329,,0.8159205376046162,,,-0.1688748151070802,0.3056516488995903,,,1.0,1.0,,-0.014900960607408668,-0.9999999999999999,,-0.6020530805540283,0.9239612774588931,,,0.2304175643591437,0.7275740959794534,-0.4436554430871754,-0.09596959332330024,0.6900404403102346,,,0.53579857686626,0.4359036568151338,0.009177997677084684,-0.2892834944634658,-0.3642373569791284,0.7102428601160553,,,,0.10003614076687359,0.5829056141686881,0.1530535105382591,0.2693795991632304,0.6589035917931259,,,,,1.0,,-0.5378365638803251,1.0,0.634347089790781,,0.5873461360445946,1.0,,0.3196825401248326,,,,,,-0.05858758996440044,,-1.0000000000000002,-0.5336453919655637,,-0.42549022236179124,0.07837563005283806,-0.3912712312244004,-0.44721766628965054,-0.38323192053808186,0.6300647969076869,-0.07519144518878886,0.8036919002692492,-0.3355224071825112,0.4850134935695567,0.4246118282307339,0.47040251179153825,0.9791019111475452,0.2922252575239771,,-0.18382336928065984,0.21286929374832933,-0.09278058420035375,-0.07893198026544905,-0.015037649617695286,4.006583639335577e-17,-0.7747965317338525
16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2,-0.8686766065846853,,,0.8602840504164848,0.8336787503074298,-0.3424338065146125,-0.6551463212762653,0.7373739007833803,1.0,0.961176370510635,1.0,-0.2255161039598369,,-1.0,-1.0,,0.5913635926500052,,0.6010382225838348,,,,,0.8624175350263386,,-1.0,0.8336787503074298,,,,,,-1.0,,1.0,,,0.6986693953613057,-0.8352769420465244,,,-0.014900960607408668,-0.014900960607408668,,1.0,,,-0.26288837406178145,1.0,,,0.007582763636136237,1.0,-0.25686194472258717,-0.9930788888358273,-0.5975108310098823,,,-0.5161845408504193,0.0233454653105413,0.8098755541183846,0.7634388278276434,-0.7897090340284513,-0.6479953322229368,,,,-0.9101722432933002,0.38254240243823817,-0.8191858310515471,-0.7968811891998456,-0.5701662674281314,,,,,,,-0.4851901590607583,,-0.5823265379244769,,-0.7462493551661163,,,-0.9451294508170359,,,,,,0.8047590103393822,,,0.09512954979119125,,0.6968197878373006,-0.9872802383529581,0.9131363422740577,-0.4267491396011502,0.8624175350263386,-0.3938870882647591,0.8317612339085999,0.02223434640642561,-0.3219441559392771,0.6010382225838348,0.6240593456858672,0.636348582303144,1.0000000000000002,-0.7616261515603285,,0.9596339574764297,-0.5620434368022389,0.9567407370367876,-0.8973180204701491,-0.5347512851351269,,0.719554686211
16.3,-1.0,,,1.0,1.0,1.0,,1.0,-1.0,1.0,-1.0,-1.0,0.9999999999999999,,,,1.0,,,,,,,1.0,,0.9999999999999998,1.0,,,,,,,,-0.9999999999999999,,,1.0000000000000002,-1.0,,,-0.9999999999999999,-0.9999999999999999,,,1.0,,1.0,-1.0,,,1.0000000000000002,-1.0,-1.0,1.0,-1.0,,,-1.0,-1.0,,,1.0,-1.0,,,,-1.0000000000000002,-1.0,,-1.0,-0.9999999999999998,,,,,,,1.0,,,,,,,-1.0000000000000002,,,,,,1.0,,,1.0,,1.0,0.9999999999999998,0.9999999999999998,1.0,1.0,-1.0,1.0,-0.9999999999999999,-1.0,,,,-1.0,-0.9999999999999999,,1.0,-1.0,-1.0,-0.9999999999999999,0.9999999999999998,,
16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.6,0.012997787816148645,,,-0.39657658657445966,-0.7065741141088641,0.23122887089256886,0.26281638255979173,0.3479181801531562,0.129618458415034,0.1359082794449386,-0.6519008876723322,-0.7444520721123284,0.2194679248892493,-0.22430961091831708,-0.9986335531217659,,0.16323718587482158,,-0.5455391675946819,,-1.0,,,0.20990705507453616,,0.8483738551295491,-0.7065741141088641,,0.3474557707910099,,,,-0.3718046211622249,-1.0,0.47146266509370854,,,-0.22892615666977614,0.47075020845353643,-0.6015761376400931,,-0.6020530805540283,-0.6020530805540283,,-0.26288837406178145,1.0,,1.0,0.129618458415034,,,0.32948879396445047,-0.23268012586649894,0.15298935736073638,0.28522898677909425,-0.9541540669625784,,,-0.4054420849367969,-0.5822122546805351,-0.3821666583660067,-0.2819884210941044,0.6812245751713216,-0.48147993837035297,,,,0.07476428120502489,-0.8336921741491546,0.33347445989569136,-0.18520926352475184,-0.5928932923134111,1.0,,1.0,,-1.0,,0.5354135727210484,0.9999999999999999,-0.5618310996100405,,-0.15711698585331738,1.0,,-0.34931625734243826,,,-1.0000000000000002,,,-0.0382209223840266,1.0,-0.43098509555782627,0.5548224327870941,,0.17074016311710682,0.18346469003383975,0.14748712775928555,0.6113318018722407,0.20990705507453616,-0.280922896109063,-0.09294863024157204,-0.5624685233852892,-0.03070251049008709,-0.5455391675946819,-0.5639467489094017,-0.622751133619405,-0.6367318216645822,-0.06574482601160786,,0.20233886820364858,-0.4374742490142589,-0.18751830059253857,0.10324862784256018,0.53965320476818,1.3731522861036693e-15,0.001204486095266126
16.8,0.7071067811865475,,,-0.7462025072446363,-0.11725779302204567,-0.3580574370197165,-0.9819805060619651,-0.2122478293901485,1.0,0.20701966780270625,0.6793105288788978,0.5824053844149581,-0.0370074361578138,,-0.5527158974743578,,-0.3188341605864715,,0.8559014858073849,,-1.0,,,-0.7082581920525174,,-0.8846846314465527,-0.11725779302204567,,,,,,0.9999999999999998,,0.8280834067470353,,,-0.9999155835712087,0.7776731109570421,-0.408248290463863,,0.9239612774588931,0.9239612774588931,,1.0,-1.0,,0.129618458415034,1.0,,,-0.3457081297216498,0.46830293226431113,-0.4029169282840434,-0.7038084628146463,-0.3099592504139657,,,0.7512550390959664,-0.06320418099269462,-0.7191322446365106,-0.877674485527442,-0.46863445237241846,0.5263166562644538,,,,-0.025796968518378892,0.8278229997878201,0.7857142857142857,0.879400270928389,0.8671501160606666,-1.0,,-0.9999999999999999,,1.0,,-0.8411910241920599,,0.38124642583151164,,1.0,,,0.21516574145596754,,,,,,-0.60923365318389,,,-0.9429583138131656,,-0.816496580927726,-0.8713416654196134,0.13333333333333347,0.06734198593251427,-0.7082581920525174,-0.058459476860174144,-0.32063338209549025,0.09056324361218603,-0.5618006477335928,0.8559014858073849,-0.755928946018453,-0.49999999999999994,0.9822239654235128,0.08890388256837743,,-0.48939439389946904,0.7657252216271963,0.8446910084023529,-0.4448585140945457,-0.5365913081168303,,-0.5
16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.1,0.15390560115269522,,,-0.10908328350189131,0.03189510080012916,-0.3312984104241283,-0.2206424210293255,0.0072570977750755945,-0.3457081297216498,-0.17044958002341304,-0.48102234188409354,-0.6566384314248945,0.17322019565867505,0.9850638885222096,-1.0,,-0.14043527383791302,,0.22963505562979133,,,,,-0.25530843527299135,,0.6049565268408394,0.03189510080012916,,1.0,,,,0.36413654026663494,,-0.4624059268382723,,,-0.0036467411127141702,0.20226802507897534,-0.6581594824242953,,0.2304175643591437,0.2304175643591437,,0.007582763636136237,1.0000000000000002,,0.32948879396445047,-0.3457081297216498,,,1.0,0.0753010058404759,-0.14462829368941604,0.1030271004765726,0.6103224040434136,,,0.48582543462803657,-0.07416210376170763,0.03426778524625648,-0.15064964539125822,0.029646491746526258,0.28593959517622225,,,,0.5240997454699211,-0.2095214386517212,0.07532778277972506,0.18097388856688829,0.02931742961971867,1.0,,1.0,,-1.0,,-0.23751574213710405,0.9999999999999999,-0.0995928085856533,,0.04472812965805909,1.0,,-0.09104986997333953,,,-1.0,,,0.026584098408258133,,0.8145837118918129,-0.20010465300364633,,-0.46295185706368924,0.40066679262282623,-0.22169359269164624,0.20808905393758761,-0.25530843527299135,0.21161003365950712,-0.04830033698521009,0.06687256529735797,-0.6570867119325685,0.22963505562979133,0.20127740740434918,0.13507835679856578,-0.4620263939888634,-0.06593369346472021,,-0.1920107995666286,-0.19485701753300563,-0.24765299904725677,-0.1618238716330378,-0.02217199092201312,-1.474152458683512e-14,-0.35955118386930424
