Target,1.1,1.2,1.3,1.4,1.5,1.a,10.1,10.4,10.5,10.6,10.7,10.a,10.b,10.c,11.1,11.5,11.6,11.a,11.b,12.1,12.2,12.3,12.4,12.6,12.8,12.a,12.b,12.c,13.1,13.3,14.1,14.4,14.5,14.6,14.7,14.b,15.1,15.2,15.3,15.4,15.5,15.6,15.8,15.9,15.a,15.b,16.1,16.10,16.2,16.3,16.5,16.6,16.7,16.8,16.9,16.a,17.1,17.10,17.12,17.13,17.17,17.18,17.19,17.3,17.4,17.6,17.8,17.9,2.1,2.2,2.3,2.5,2.a,2.b,2.c,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.a,3.b,3.c,3.d,4.1,4.2,4.3,4.4,4.5,4.7,4.a,4.b,5.2,5.3,5.5,5.a,5.b,6.2,6.4,6.5,6.6,6.a,6.b,7.1,7.2,7.3,7.a,7.b,8.1,8.10,8.2,8.3,8.4,8.5,8.6,8.8,8.9,8.a,8.b,9.1,9.2,9.3,9.4,9.5,9.a,9.b,9.c
12.2,-0.7321224541770625,-0.9999984220944645,-0.9800699931588214,0.848870068407767,,0.23029311092999954,,-0.8593547254538628,0.39497026772716753,-0.8651358074963378,0.2512299253594621,0.3620438956187808,0.8824761986944863,1.0000000000000002,0.9999999999999999,,-1.0,,,,1.0,,,,,0.5438960155362588,0.8276906227937556,0.2720348976609294,,,,,,,0.3750424333247038,,-0.7651028774199027,,,0.857873317711879,-0.8391206162966254,,,,0.3619572473790805,0.3619572473790805,,,0.6251465212137826,,,-0.4022847905145131,,-0.8651358074963378,,,-0.8776223981060223,-0.19067122998865968,-0.29544091733750283,-0.6340718360331777,0.7853968299508866,,,-0.3292697157692197,0.2647740839273913,0.8917449884241612,0.9199499989965174,0.16749807945387774,-0.7251624367236179,,,,0.7554711062440171,,-0.5725225203169334,-0.8532465017194434,-0.8432908597834541,-0.7492307553339783,,,,-0.9404608211447968,1.0,,-0.8669122670599824,-0.8656511033245744,0.9500367181900577,0.5415073582357572,0.9999999999999999,,0.19240266434498304,1.0,1.0,,1.0,-0.9021000000687951,,,,,0.9212726378881132,0.8680406467924793,0.8666984276426666,,,-0.7263366776921547,,0.8325817375158401,-0.9005195363268309,-0.6136282339939754,0.5225693450010219,0.5438960155362588,-0.36844340500875994,0.7123480726635425,-0.6796992468166997,1.0,1.0,,-0.7219687454756686,-0.8639707335630348,0.38397287187373697,0.5499127146345287,,0.6820573759553108,-0.7675258083100659,-0.9691027126347584,0.2980566971438051,0.9699512240963852,0.30904161302400696,-0.10736689230959526,0.7548950208503756
12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.4,,,,-1.0,,,,,1.0000000000000002,1.0000000000000002,-0.9999999999999999,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0000000000000002,,,-1.0,1.0000000000000002,,,,,,,,,,,,,1.0000000000000002,,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.a,-0.967546957319115,-0.995517991176179,-0.0946542679837245,0.9555840919379317,0.3757841204212774,-0.5063235419122054,,-0.8009041552777186,-0.06707791956918437,-0.8380712656741901,-0.149527886974314,0.8027384610541506,0.6906746980814663,-0.6856071574280889,0.7669888717918598,-1.0000000000000002,-1.0000000000000002,,0.5845126219087847,,0.5438960155362588,,,,,1.0,0.5829409852284897,0.4303081300903393,0.3757841204212774,,1.0,,,,-0.5238252539447804,,-0.9380488181792548,,,0.9397858231303897,-0.9571992686858822,0.8200684515343872,,,0.41082583912613846,0.41082583912613846,,,0.33742975794230684,-0.9999999999999999,,-0.361226746690994,,-0.8380712656741901,,,-0.8070725899843266,-0.7481962313056789,-0.3888737900659026,-0.21274440976227016,0.14732783036356778,,,0.15025178729086577,0.4346952906222991,0.8937308327754632,0.9070237958739423,0.04605265386046752,-0.8998158013542937,-0.9999999999999999,,,0.7186004817126885,,-0.2873594381758415,-0.8963003015194576,-0.9544682270141828,-0.9365189694065725,1.0,,-1.0,-0.9475741559023072,1.0,,-0.9302200447695737,-0.3981472939923464,0.993621508687258,0.9851342644547687,0.1609074669470001,,-0.9268610711431521,1.0,1.0,,0.9825915329173518,-0.5775525531360053,,,,,0.8865146289038801,0.9463927178952717,0.9155785074231455,,0.9001553403086371,-0.7749395712941773,,0.8734656819181634,-0.7344450833177267,-0.923129906726986,0.8389889621979009,1.0,-0.5136724029541407,0.8233328214878979,-0.4350828783033038,-0.9587271512774558,0.5438960155362588,1.0,-0.8681994704033793,-0.8020158609521195,0.35446974249640684,0.23945797951029987,,0.9599189715352231,-0.9512187419288645,0.7363588288319707,-0.10287430055829366,0.7650227154540209,0.07831679024126796,-0.6711229286333331,0.9291571449179045
12.b,-0.7954360171774308,-0.8660254037844377,,0.6662825314191775,0.4751887027998985,-0.04637388957601679,,-0.7778174593052021,-0.13921503430758628,-0.3227486121839514,0.4005920229594356,-0.1603744258880377,0.5112580914639538,0.40883536987783775,0.9995789309338061,1.0,,,-0.06788442333021304,,0.8276906227937556,,,,,0.5829409852284897,1.0,0.34707449339468904,0.4751887027998985,,-1.0,,,,-0.4784295376037144,,-0.037392647408147295,,,0.7468789949020953,-0.6846840304564885,-1.0,,,0.45325333344630614,0.45325333344630614,,,,-0.9999999999999999,,-0.1531998338177531,,-0.3227486121839514,,,-0.7513339418377913,0.40140192571423,-0.14284872775935686,-0.4615538743024547,0.7962671097999485,,,-0.3550751382533631,0.09782661136799653,0.5601153021533943,0.5744021938957712,-0.002007828909458876,-0.6954096207007926,-1.0,,,0.5612531861099934,,-0.11731769201708263,-0.8326910724800534,-0.6814897477633339,-0.6416065023676697,1.0,,-1.0,-0.9428090415820638,1.0,,-0.662266178532522,-0.5486081240616181,0.690608062763184,0.6700593942604899,-0.3860518528237874,,,,1.0,,,-0.8173565015198615,,,,,0.5333084721220529,0.6885152837320889,0.9023291773459392,,-0.602731968830297,-0.6420817295811848,,0.626422431982715,-0.6715459177020371,-0.7163189826010918,0.611700358918899,0.5829409852284897,-0.18913640062003387,0.6567346517685978,-0.3461115264120761,0.8736834283464106,0.8276906227937556,-1.0,-0.4546665596017644,-0.9999795260275353,-1.046728305789184e-15,0.34634940372932,,0.539998864994255,-0.7265880438243978,,0.1728722766707416,0.9947202196121735,-0.04217675327593435,-0.184053527267505,0.6294132259193645
12.c,-0.7955972990496527,-0.2737439330465017,,0.4617604767231748,0.9913619780268311,-0.521526969810751,,-0.7179705047647711,-0.7887992563222724,-0.48463620044439615,-0.33852473937474103,0.4606127562624742,-0.8706038190579652,0.039607097878406175,-1.0,1.0000000000000002,,,-0.11917507694823129,,0.2720348976609294,,,,,0.4303081300903393,0.34707449339468904,1.0,0.9913619780268311,,-1.0,,,,-0.807394540125001,,-0.4842111623135874,,,0.5881372417645431,-0.45184934169993046,-0.20564566908133883,,,-0.21191348439211954,-0.21191348439211954,,,,-1.0,,0.7497553144764368,,-0.48463620044439615,,,0.2385354684745733,0.09582059827066403,-0.14694283361576102,0.47166632151850907,-0.03450480403040683,,,0.3414212329645675,-0.562623765316904,0.5373837467795501,0.457777494205493,0.125138785889622,-0.5110325093680052,,,,0.4402100158515572,,0.14606936723556735,-0.23654897674133837,-0.46951416062577783,-0.6385268923002202,1.0,,-1.0,0.24383210446449982,1.0,,-0.9252700329467091,0.48463620044439615,0.5095559623194014,-0.24383210446449982,-1.0,,,0.9999999999999999,,,0.8061115420238584,0.0017260770899660636,,,,,0.5624389541871727,0.5227570602812073,0.6463126050184503,,0.49301516097187437,-0.26151221886684856,,0.7118140524950374,-0.9528796018361525,-0.47583708595573826,0.9965085845448699,0.4303081300903393,0.6768635281424565,0.16510853197289854,0.0009460717976993308,-0.29529609452471517,0.2720348976609294,1.0000000000000002,-0.1871338362250352,-0.3257763357582811,0.24383210446449977,0.02451306951485346,,0.5218791363926237,-0.46555326089064025,,0.8595732913151836,-0.9320679633900536,-0.11750764582247405,,0.5110014998420649
13.1,-0.5559931649445,,,0.41437397588655805,1.0,-0.48968563008923477,,,-0.5251352385420921,-0.4098373226127419,-0.22866139334555421,0.3573790380361725,-0.0931499823785567,0.15777508587408837,0.4746603861976176,1.0,,,-0.13980360711401787,,,,,,,0.3757841204212774,0.4751887027998985,0.9913619780268311,1.0,,-1.0000000000000002,,,,-0.5784693560706057,,-0.37587519685914,,,0.4787920631846478,-0.4061538342717752,-0.33056006185984954,,,-0.1661220762155667,-0.1661220762155667,,,,-0.9999999999999998,,0.30372579010730916,,-0.4098373226127419,,,-0.22407416833461333,0.22497965661536481,-0.3141975398608699,0.23524676624521287,0.12960856561408274,,,0.16394484946060708,-0.10588814055207846,0.4990107148726582,0.4366167716935841,0.28921543050659265,-0.34240904253475496,-1.0,,,0.44805636068830346,,0.06078676560576853,,-0.41170114870923646,-0.4562588510350037,1.0,,-1.0,,,,-0.9271726499455308,-0.18687206164818831,0.429242652073796,,-0.3860518528237875,,,,,,0.79441357759089,-0.20762171709164673,,,,,0.4163877955223993,0.44775566688782914,0.5505287762055241,,0.3921604832544039,-0.2803526573856752,,0.4694313875874993,-0.888034256235936,-0.3573737737856379,0.9098424160282674,0.3757841204212774,0.06365322922851177,0.27026947931702616,-0.03178049750508251,-0.16978051048270854,,1.0,-0.22153186684905374,-0.33030997918556587,,0.21585991722634287,,0.4683765484701471,-0.44680206288787694,,0.5350253113699238,0.24209232305334163,0.09461841140466151,-0.08676366482143728,0.49170232742258235
13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1,,,,-0.19507518770396856,-1.0000000000000002,,,,0.9724554139451631,,-0.5451644923535726,1.0,1.0,-1.0,,-1.0000000000000002,,,0.9999999999999998,,,,,,,1.0,-1.0,-1.0,-1.0000000000000002,,1.0,,,,,,0.19507518770397483,,,,0.2911820643105411,0.3214540771421974,,,,,,,,,,-1.0,,,,,-1.0,-1.0,1.0000000000000002,0.14861508625030823,-0.7207073743988706,,,1.0,1.0,1.0,1.0,-1.0,1.0000000000000002,,,,-1.0,,-1.0,,-1.0,1.0000000000000002,,,,,,,,,1.0,,,,,,,,,1.0,,,-1.0,,1.0,0.32145407714219737,,,0.9999999999999999,1.0,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,,,-1.0,,1.0,-1.0,,,,-1.0,,
14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7,0.17751017689187484,0.9999999999999998,,-0.21094160060948058,-0.5784693560706057,0.09937201294289887,,-0.3902521318514427,0.9997585931608298,0.91689287875003,0.9168928787500301,-0.9983790552849536,0.5732063447688811,0.05514912495003426,,,,,,,0.3750424333247038,,,,,-0.5238252539447804,-0.4784295376037144,-0.807394540125001,-0.5784693560706057,,,,,,1.0,,0.9988655854802792,,,-0.2664128182126201,0.20452248437927753,,,,-0.47594600113037955,-0.47594600113037955,,,1.0,1.0,,-0.9911569415135922,,0.91689287875003,,,-0.21413415271991196,0.9168928787500302,-0.6294315069540385,-0.08654353565877948,-0.29721167987066655,,,-0.7984675039399523,0.38631593504114864,-0.49905117428021667,-0.3352522777298943,0.7413022463721157,-0.08632431314495426,1.0,,,0.052413174116062264,,-0.33541191066175663,-0.30027002460927465,0.18154661271657851,0.09008595260671799,,,,1.0,-1.0,,0.9543999947349947,-0.4793279027794718,-0.9979961942001663,0.11459780303201218,1.0000000000000002,,,,,,-1.0,0.11551482373729846,,,,,-0.988235849318986,-0.2417760588210826,-0.18665883918539544,,-0.9999999999999998,-0.2583762116493738,,0.06732089356638912,0.3316870230143394,-0.1281652457465167,-0.46698283710299154,-0.5238252539447804,-0.9141192513574299,0.27162237956412083,0.1264265022568725,1.0,0.3750424333247038,,0.4355897582467022,0.9168928787500301,0.9995939753522292,0.523531724236267,,-0.4958331180543832,0.5190806624168772,,-0.07814695875954072,0.25055639250428663,0.8931343739426066,-0.3739449447787564,-0.4987073253118738
14.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1,0.9218825721898984,0.7662455467873132,,-0.9711652187911936,-0.37587519685914,0.342986655237905,,0.9848620428044382,0.8932105562016656,0.872257831813895,0.33227046563054297,-0.9584150913714913,0.013505897393216212,0.676908590324779,1.0,1.0,,,-0.6865545299637852,,-0.7651028774199027,,1.0000000000000002,,,-0.9380488181792548,-0.037392647408147295,-0.4842111623135874,-0.37587519685914,,0.19507518770397483,,,,0.9988655854802792,,1.0,,,-0.8898966772918402,0.9626898924656542,-0.7963375323670149,,,-0.16917990916159234,-0.16917990916159234,,,,1.0,,-0.7477378312970162,,0.872257831813895,,,0.43175822458282115,0.7154991556832696,-0.23008253903033715,-0.10307875995673066,-0.5936806788672214,,,-0.8284525909772932,-0.2977901809470118,-0.9455330890660084,-0.9715092128729387,0.3878785585291656,0.7981778498603995,,,,-0.7925850834946538,,0.5416305038929365,0.740965207851363,0.9473392595244843,0.9630693627155581,-1.0,,1.0,0.3423141753045814,-1.0,,0.7990469010664161,-0.9147588758044161,-0.981289477764279,-0.3423141753045814,0.9999999999999999,,,-1.0000000000000002,,,-0.9966197844808309,0.3717742918285745,,,-1.0,,-0.9464409844334095,-0.9280194855576543,-0.7681061567451051,-1.0,-0.9209495667241988,-0.025107402785490816,,-0.8654864093653574,0.9320998540941747,0.35896119324611026,-0.8305343121134395,-0.9380488181792548,-0.7621009087404471,-0.05602591795766043,0.8125310293448286,0.8405753363619308,-0.7651028774199027,-1.0000000000000002,0.9248095351645456,0.4569260860654211,0.3423141753045814,0.12208434002355384,,-0.9471456736020415,0.891574648717923,,-0.8974678268315416,0.9411521000308413,0.330411513030746,,-0.9153220440755019
15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4,-0.9691537126583619,-0.9993681785489672,-0.49633354142655967,0.9768028190611442,0.4787920631846478,-0.45450661289392785,,-0.964522841440698,-0.29165838194103955,-0.9166476871722665,0.03436531765121478,0.7662686144518921,0.7544825009011373,-0.4335886332954503,0.8657928881740982,,-1.0,,0.4770950796574627,,0.857873317711879,,-1.0,,,0.9397858231303897,0.7468789949020953,0.5881372417645431,0.4787920631846478,,,,,,-0.2664128182126201,,-0.8898966772918402,,,1.0,-0.9750992008402175,0.6089083229420954,,,0.28658500893400196,0.28658500893400196,,,0.5206444231905495,-0.9999999999999999,,-0.318033142608127,,-0.9166476871722665,,,-0.9151961166457905,-0.5219671117567198,-0.4807101165281509,-0.322428784611985,0.44848432298917773,,,0.06117072346608983,0.3156891909139553,0.9230380267049106,0.9483085544905003,0.16949570398755942,-0.9264259112894306,-1.0000000000000002,,,0.8520306165481623,,-0.3803601439745188,-0.9956150401901357,-0.9931191501820273,-0.9630887053724242,1.0,,-1.0,-0.9568149586820409,1.0,,-0.915824480712051,-0.6308678534107933,0.9982542715608512,0.8769503669575426,0.07130276326326698,,-0.998855473503771,1.0,1.0,,0.993535954493367,-0.7585882202523595,,,,,0.962501130348896,0.9909307402429238,0.9914988281772513,0.9999999999999999,0.9924055131777696,-0.8148711217949355,,0.9513118120660579,-0.8588207087491503,-0.8827409483947474,0.842639322226202,0.9397858231303897,-0.42936757357900457,0.8516050080734714,-0.5437101713509677,-0.7992180882413217,0.857873317711879,1.0,-0.8448116188464104,-0.7956612195869034,0.43280252963126853,0.36144610603578065,,0.9425022479965265,-0.9762432424618964,0.4712330618665304,0.20679190362272448,0.874783042116244,0.2050091359173621,-0.42064357481788617,0.9241317369537067
15.5,0.9837315915944674,0.9986055254554482,0.43018683153661386,-0.999271407653611,-0.4061538342717752,0.4903758885111536,,0.954483991425711,0.3524140862455446,0.8134021370430229,-0.10255907642723505,-0.8018415180433083,-0.7913805158120496,0.6269690983024593,-0.8793423899390689,1.0,1.0,,-0.5562631723358031,,-0.8391206162966254,,1.0000000000000002,,,-0.9571992686858822,-0.6846840304564885,-0.45184934169993046,-0.4061538342717752,,0.2911820643105411,,,,0.20452248437927753,,0.9626898924656542,,,-0.9750992008402175,1.0,-0.8750226780776784,,,-0.3066649809595161,-0.3066649809595161,,,-0.5706869410709721,0.9999999999999999,,0.36886258779877007,,0.8134021370430229,,,0.9141071524055905,0.7038297423050105,0.49016469295426024,0.3551860452409186,-0.5973379116550596,,,-0.07840338215622829,-0.37101748929388756,-0.9296689437961682,-0.9581560708357503,-0.14708069569490034,0.9275946525849971,1.0000000000000002,,,-0.8301410817860166,,0.396967981582984,0.9993308474043286,0.9997236689782161,0.96562313230298,-1.0,,1.0,0.9494400314331224,-1.0,,0.9106012492631492,0.6270384007705778,-0.9965865037949518,-0.9031162998560741,-0.14756376139610533,,0.9999122150630974,-1.0,-1.0000000000000002,,-0.994727190141733,0.7215619177637319,,,-1.0,,-0.9650170076525864,-0.9873332229339876,-0.9952968024332984,-1.0,-0.912558917489497,0.8186792395154104,,-0.9569447640354612,0.8325217982029596,0.9119480183269416,-0.8290002724083061,-0.9571992686858822,0.47025533501022354,-0.8576012721154497,0.558640224580807,0.9313995486543633,-0.8391206162966254,-1.0,0.8734758699505144,0.8086009923365103,-0.47997336163265014,-0.31341040460336494,,-0.9564437330528318,0.9714251567598268,-0.41649744048922155,-0.15533579088931376,-0.8996458697364591,-0.20097051885487555,0.48014197193746905,-0.9075622374667832
15.6,,,,0.8660254037844386,-0.33056006185984954,-0.4714045207910317,,,-0.4552208599483922,-0.408248290463863,-0.10596010999512807,0.600128207090452,0.5219288158687349,-0.966282390121316,,-1.0,,,0.9999999999999998,,,,,,,0.8200684515343872,-1.0,-0.20564566908133883,-0.33056006185984954,,0.3214540771421974,,,,,,-0.7963375323670149,,,0.6089083229420954,-0.8750226780776784,1.0,,,,,,,,,,-0.1286151926151186,,-0.408248290463863,,,-0.5384325399960561,-0.9985207824079718,-0.281803265680383,0.10049494583462475,0.4757048052036969,,,0.47214010570860376,0.7322188787480444,0.745588023033769,0.7882797497086086,-0.5182843470833323,-0.08804509063256297,,,,0.22643291580153846,,-0.3003987527960122,,-0.756464809169121,-0.4109996533153124,,,,,,,,0.3333333333333333,0.6719319439596811,,,,,,,,,0.2822637871725565,,,1.0,,0.7139544162278921,0.8040302522073696,,1.0,0.602731968830297,0.8485922230889363,,0.5773502691896258,,,,0.8200684515343872,0.10932607756185055,-0.8527411046503988,-0.6589306948690885,-0.8736834283464106,,1.0,-0.8509629433967631,,,-0.526163204402476,,0.766742171359618,-0.6624725241298429,,,,-0.22549847937509793,,0.37560211684791844
15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.a,-0.34730402975156843,-0.9539428962660653,0.9213470456641468,0.2927136956795421,-0.1661220762155667,0.30709417089917657,,-0.2998932956439221,0.03924660651632527,-0.4175109960226225,0.1622373566698654,-0.09444592443371003,0.3423719066410022,0.8346792074701718,-0.7122865821245029,,0.9999999999999998,,,,0.3619572473790805,,,,,0.41082583912613846,0.45325333344630614,-0.21191348439211954,-0.1661220762155667,,,,,,-0.47594600113037955,,-0.16917990916159234,,,0.28658500893400196,-0.3066649809595161,,,,1.0,1.0,,,0.3949443982216387,-0.9999999999999999,,-0.026246626607770777,,-0.4175109960226225,,,-0.20604009062923145,0.18735086789482497,0.5766021979762661,-0.7270281264487041,0.5973840931833864,,,-0.04252226057847715,0.6330059639245558,0.155457750030782,0.18205049269979004,-0.7090762446440462,-0.32734565551826206,1.0,,,-0.04328980754685328,,-0.2703448749966877,-0.5126982303055087,-0.29918829255816,-0.305940234755908,,,,-0.8396511955074475,1.0,,-0.16138050811693183,0.06603857341044209,0.518797741057528,0.5822509831873838,-0.8305011224144423,,-0.9746120133652472,0.9999999999999999,0.9999999999999998,,-0.5044199812276915,-0.4261747324611058,,,,,-0.2606573167342653,0.30202103707202926,0.32920075926939524,,-1.0,-0.38949638970526995,,0.0927061908264245,0.021117199158295706,-0.28641293475366014,0.02135164264075316,0.41082583912613846,-0.2845350979715538,0.34961953548344615,-0.4200395606505653,0.9427931611395308,0.3619572473790805,,-0.5835808925452907,-0.8294801401744784,-0.32339071958490684,-0.004072591756401392,,0.1947546389150977,-0.38339829537581666,0.21532530300162264,-0.4012976495257125,0.5007222757096349,-0.5941565219729164,-0.5186606930781515,0.25560943119729096
15.b,-0.34730402975156843,-0.9539428962660653,0.9213470456641468,0.2927136956795421,-0.1661220762155667,0.30709417089917657,,-0.2998932956439221,0.03924660651632527,-0.4175109960226225,0.1622373566698654,-0.09444592443371003,0.3423719066410022,0.8346792074701718,-0.7122865821245029,,0.9999999999999998,,,,0.3619572473790805,,,,,0.41082583912613846,0.45325333344630614,-0.21191348439211954,-0.1661220762155667,,,,,,-0.47594600113037955,,-0.16917990916159234,,,0.28658500893400196,-0.3066649809595161,,,,1.0,1.0,,,0.3949443982216387,-0.9999999999999999,,-0.026246626607770777,,-0.4175109960226225,,,-0.20604009062923145,0.18735086789482497,0.5766021979762661,-0.7270281264487041,0.5973840931833864,,,-0.04252226057847715,0.6330059639245558,0.155457750030782,0.18205049269979004,-0.7090762446440462,-0.32734565551826206,1.0,,,-0.04328980754685328,,-0.2703448749966877,-0.5126982303055087,-0.29918829255816,-0.305940234755908,,,,-0.8396511955074475,1.0,,-0.16138050811693183,0.06603857341044209,0.518797741057528,0.5822509831873838,-0.8305011224144423,,-0.9746120133652472,0.9999999999999999,0.9999999999999998,,-0.5044199812276915,-0.4261747324611058,,,,,-0.2606573167342653,0.30202103707202926,0.32920075926939524,,-1.0,-0.38949638970526995,,0.0927061908264245,0.021117199158295706,-0.28641293475366014,0.02135164264075316,0.41082583912613846,-0.2845350979715538,0.34961953548344615,-0.4200395606505653,0.9427931611395308,0.3619572473790805,,-0.5835808925452907,-0.8294801401744784,-0.32339071958490684,-0.004072591756401392,,0.1947546389150977,-0.38339829537581666,0.21532530300162264,-0.4012976495257125,0.5007222757096349,-0.5941565219729164,-0.5186606930781515,0.25560943119729096
16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2,-0.6030209318705175,,0.4286304410768033,0.5993928421296505,,-0.8935220934857988,,-0.27758879638260736,0.7764464575044688,,-1.0,,0.7574512369515191,,,,-1.0,,,,0.6251465212137826,,,,,0.33742975794230684,,,,,,,,,1.0,,,,,0.5206444231905495,-0.5706869410709721,,,,0.3949443982216387,0.3949443982216387,,,1.0,,,-0.40758220003730367,,,,,-0.2974374074140384,,-0.22281393063390606,-0.8799028634459566,-0.40016644391109774,,,0.4243691105194298,0.9019013573160216,0.4047900867849658,0.5101190038782422,0.040789049514537955,-0.5379696934789577,,,,0.0989411872559454,,-0.8711866183941467,-0.6207659031864132,-0.5995346505804217,-0.690566644235744,,,,-1.0,,,,-0.5501393098553998,1.0000000000000002,0.4351231341596476,1.0,,-0.6210947270967921,,,,,-0.19631976145987645,,,,,-0.9999999999999999,0.7063912387742559,0.6113481692557283,,,-0.7775685616312207,,0.6599568621016585,-0.6473505286948718,-0.37095408532693946,0.49004886363545597,0.33742975794230684,-0.6905204821395987,0.65768362692943,-0.42716906114994013,,0.6251465212137826,,-0.7907649122754414,,0.5288069483622151,0.19101673102661829,,0.25822298512023123,-0.16440430719966032,-0.4419918017779888,0.055040621348373765,,0.16535271866965962,-0.610824456057541,0.7800146894144963
16.3,1.0,,,-0.9999999999999999,-0.9999999999999998,1.0,,,0.9999999999999999,0.9999999999999999,0.9999999999999999,-0.9999999999999999,0.9999999999999998,0.9999999999999998,,,,,,,,,,,,-0.9999999999999999,-0.9999999999999999,-1.0,-0.9999999999999998,,,,,,1.0,,1.0,,,-0.9999999999999999,0.9999999999999999,,,,-0.9999999999999999,-0.9999999999999999,,,,1.0,,-1.0,,0.9999999999999999,,,0.9999999999999999,0.9999999999999998,-0.9999999999999998,1.0,-1.0000000000000002,,,-1.0,1.0,-0.9999999999999999,-0.9999999999999998,0.9999999999999999,1.0,,,,-1.0,,-0.9999999999999998,,1.0,0.9999999999999998,,,,,,,1.0000000000000002,-1.0,-0.9999999999999999,,1.0,,,,,,,0.9999999999999999,,,,,-1.0,-1.0,-0.9999999999999999,,,0.9999999999999999,,-1.0,0.9999999999999999,0.9999999999999999,-1.0,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,1.0,,,,1.0,0.9999999999999999,,1.0,,-1.0,1.0,,-0.9999999999999998,,0.9999999999999999,,-0.9999999999999999
16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
