Target,1.1,1.2,1.3,1.4,1.5,1.a,10.1,10.4,10.5,10.6,10.7,10.a,10.b,10.c,11.1,11.5,11.6,11.a,11.b,12.1,12.2,12.3,12.4,12.6,12.8,12.a,12.b,12.c,13.1,13.3,14.1,14.4,14.5,14.6,14.7,14.b,15.1,15.2,15.3,15.4,15.5,15.6,15.8,15.9,15.a,15.b,16.1,16.10,16.2,16.3,16.5,16.6,16.7,16.8,16.9,16.a,17.1,17.10,17.12,17.13,17.17,17.18,17.19,17.3,17.4,17.6,17.8,17.9,2.1,2.2,2.3,2.5,2.a,2.b,2.c,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.a,3.b,3.c,3.d,4.1,4.2,4.3,4.4,4.5,4.7,4.a,4.b,5.2,5.3,5.5,5.a,5.b,6.2,6.4,6.5,6.6,6.a,6.b,7.1,7.2,7.3,7.a,7.b,8.1,8.10,8.2,8.3,8.4,8.5,8.6,8.8,8.9,8.a,8.b,9.1,9.2,9.3,9.4,9.5,9.a,9.b,9.c
16.6,0.4138504652004468,-0.8863131517959978,0.6037121422898817,-0.3465975188658037,0.30372579010730916,0.2633318918390509,,0.6079803895498638,-0.8383285606683031,-0.9034288531349436,-0.5984676969941061,0.7084319614485128,-0.7020548260645444,0.1263367125128933,-0.2538863973834396,1.0000000000000002,1.0000000000000002,,-0.14591806140802502,,-0.4022847905145131,,,,,-0.361226746690994,-0.1531998338177531,0.7497553144764368,0.30372579010730916,,-1.0,,,,-0.9911569415135922,,-0.7477378312970162,,,-0.318033142608127,0.36886258779877007,-0.1286151926151186,,,-0.026246626607770777,-0.026246626607770777,,,-0.40758220003730367,-1.0,,1.0,,-0.9034288531349436,,,0.5673441415074544,-0.07858576630519436,0.6175420949156121,0.3642354958957029,0.10146873550136508,,,0.5462766147025111,-0.40337551003498073,-0.09243615262911645,-0.16896373228377326,-0.4127257979894611,0.5745249115089083,-1.0,,,-0.12156109401708749,,-0.08451810765072393,0.6631130937174576,0.3719012166095187,0.3844982728921318,1.0,,-1.0,0.5510296732600352,1.0,,-0.8298559055187006,0.4929026494733536,-0.31779566801708475,-0.7474606997112282,-0.989642458675778,,0.9725079703730319,1.0,-1.0000000000000002,,0.9948319663383807,0.07290004396911624,,,,,0.15047266030965678,-0.32861051106248323,-0.3755483202370984,,-0.06788377046716822,0.6206867177548697,,-0.4540186292511948,-0.08516916743472731,0.6618576932128846,-0.0373081614014894,-0.361226746690994,0.8164007711887185,-0.6652154831789838,-0.21742222519294083,-0.2224037390753134,-0.4022847905145131,-1.0,0.06127034599358139,-0.5787133650397532,-0.7775234436551974,-0.18075311677968656,,-0.22828192943479084,0.19887111619816064,-0.6271330472335255,0.5202454838458062,-0.40965238212877514,-0.46014720523409675,0.5291876251318487,0.40091810719886234
16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.8,0.9014410719200638,0.8660254037844394,,-0.828078671210825,-0.4098373226127419,-4.49353084043327e-17,,0.9999999999999999,0.8424768740607207,1.0,0.5182455236672951,-0.8680516230188654,0.05565150839594202,0.23362021135876535,1.0,,,,-0.40824829046386296,,-0.8651358074963378,,1.0000000000000002,,,-0.8380712656741901,-0.3227486121839514,-0.48463620044439615,-0.4098373226127419,,,,,,0.91689287875003,,0.872257831813895,,,-0.9166476871722665,0.8134021370430229,-0.408248290463863,,,-0.4175109960226225,-0.4175109960226225,,,,0.9999999999999999,,-0.9034288531349436,,1.0,,,0.5090365490652867,0.4431528365476035,-0.48261081887391283,-0.11560254455624196,-0.36277398282154943,,,-0.798268084410836,-0.19836287522519933,-0.8110982785185215,-0.8477393856708513,0.45208623223789857,0.9525793444156802,,,,-0.8736986027687493,,0.6645939079964468,0.8461538461538461,0.8758855983096293,0.9640621281639628,-0.9999999999999998,,1.0,0.5,-1.0,,0.6882472016116853,-0.9999999999999999,-0.923532031992084,-0.5,1.0,,,-0.9999999999999999,,,-0.9232108769966986,0.6836818550679538,,,,,-0.824751180865303,-0.8528028654224418,-0.8030662827201341,,,0.3704999901934476,,-0.6666666666666667,0.7903615888232355,0.3823595564509366,-0.6458719541121757,-0.8380712656741901,-0.8333869221783349,-0.4181743771296316,0.8560992833228996,0.5006500544456951,-0.8651358074963378,,0.8602680757063526,0.5721136661964183,0.49999999999999994,-0.1516219647667552,,-0.7883502178933668,0.8965885231518617,,-0.7429916695420116,0.7918457551211636,0.3776306091725728,,-0.9883134368042004
16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.1,0.8671709083226721,0.9351981044274986,0.8442024206444578,-0.9024230801417236,-0.22407416833461333,0.29329252637486236,,0.9641250641025416,-0.20198894322095004,0.5090365490652867,-0.281875224120943,-0.221332997913201,-0.8860409144029918,0.38036120212739505,-0.9950374190128348,1.0000000000000002,1.0,,-0.38882422346821977,,-0.8776223981060223,,,,,-0.8070725899843266,-0.7513339418377913,0.2385354684745733,-0.22407416833461333,,-1.0,,,,-0.21413415271991196,,0.43175822458282115,,,-0.9151961166457905,0.9141071524055905,-0.5384325399960561,,,-0.20604009062923145,-0.20604009062923145,,,-0.2974374074140384,0.9999999999999999,,0.5673441415074544,,0.5090365490652867,,,1.0,0.4860489242225982,0.5831706787343941,0.3580247889127085,-0.4175730931721139,,,0.21813818729695922,-0.24264716555889154,-0.7574138921182755,-0.8181204714229392,-0.30216558561600737,0.9163234447153067,1.0000000000000002,,,-0.798470585144346,,0.3368576435593604,0.9484293418231617,0.9137246812747627,0.8633006020676592,-1.0,,1.0,0.9410408105335679,-1.0,,0.17024095280985302,0.784041783949742,-0.9209694605888468,-0.7798156654407832,-0.4919854898208363,,0.9840900296276077,-1.0,-1.0,,0.5828578046081492,0.7915832561703832,,,,,-0.8738979375712693,-0.8943818893029755,-0.9326798013954269,,0.3108270796120102,0.828810581587988,,-0.9019982903630956,0.6295886360234999,0.8901410515467515,-0.5744925121475564,-0.8070725899843266,0.509054388339672,-0.8784293721091608,0.4563324710251932,0.07284288376837035,-0.8776223981060223,-1.0,0.682926433279217,0.8423537990478079,-0.529610771282751,-0.43056687365248475,,-0.7858478639755495,0.853506311635233,-0.5822215519509476,-0.09423655682097283,-0.9944124432963062,-0.37283155238442717,0.3134855919692118,-0.6907000679468125
17.10,0.46866747639583206,0.19241479767921427,,-0.7225505846051078,0.22497965661536481,0.4478535949477643,,0.657292944657672,0.2130538478996189,0.4431528365476035,0.25249048687747977,-0.663158844302181,-0.5040788880501373,0.9625773661198349,1.0,1.0,,,-0.9985814426436783,,-0.19067122998865968,,,,,-0.7481962313056789,0.40140192571423,0.09582059827066403,0.22497965661536481,,-1.0,,,,0.9168928787500302,,0.7154991556832696,,,-0.5219671117567198,0.7038297423050105,-0.9985207824079718,,,0.18735086789482497,0.18735086789482497,,,,0.9999999999999998,,-0.07858576630519436,,0.4431528365476035,,,0.4860489242225982,1.0,-0.05257614889528458,-0.08744046641543858,0.516368742538647,,,-0.5104348365620393,-0.7234104137314491,-0.7317790190725776,-0.7752035897390713,0.42220120311545367,0.2762712624125601,,,,-0.30627467311808837,,0.33888556724499486,0.15452959238539896,0.7000967617103667,0.5034606377994191,-0.9999999999999998,,1.0,-0.3240207389491896,-1.0,,0.28070164871714093,-0.44315283654760357,-0.5595977748802207,0.3240207389491897,1.0,,,-0.9999999999999999,,,-0.9232108769966987,-0.015430015288057961,,,,,-0.7048167060831598,-0.6683239535345695,-0.20887884748547786,,-0.602731968830297,-0.6037724902068367,,-0.6292455851220216,0.6564191959795772,-0.31215678086004184,-0.5069045752875381,-0.7481962313056789,-0.2834564176548884,0.40798542251779696,0.6718972187488306,0.8844683488751064,-0.19067122998865968,-1.0000000000000002,0.8064688068664788,-0.14287383150384175,-0.32402073894918965,0.5273216284960672,,-0.7647241713799557,0.5753789599508993,,-0.8341402058837327,0.7918457551211638,0.2822293420032941,,-0.462014063768684
17.12,0.4827227777985413,-0.9721155539115128,0.9171103390302193,-0.48948862199681487,-0.3141975398608699,0.5670188306729091,,0.46519469483240533,-0.3912321052350197,-0.48261081887391283,0.031294714788816,0.03803928186684617,-0.5128637451692505,0.09188091074439259,-0.9162629574759038,-1.0,1.0,,-0.17740322095427416,,-0.29544091733750283,,,,,-0.3888737900659026,-0.14284872775935686,-0.14694283361576102,-0.3141975398608699,,1.0000000000000002,,,,-0.6294315069540385,,-0.23008253903033715,,,-0.4807101165281509,0.49016469295426024,-0.281803265680383,,,0.5766021979762661,0.5766021979762661,,,-0.22281393063390606,-0.9999999999999998,,0.6175420949156121,,-0.48261081887391283,,,0.5831706787343941,-0.05257614889528458,1.0,-0.18273139902233745,0.25292178915263736,,,0.15955579608984405,-0.013460355925840928,-0.38874812538069775,-0.43286331189207927,-0.8713313841762383,0.5638638102494813,0.9999999999999998,,,-0.5443855786870884,,0.0539217113381398,0.35766882748896206,0.5002712353930499,0.5241661045768896,1.0,,-1.0,-0.007200233611496958,1.0,,-0.22395050155779972,0.6631440320304265,-0.2821863206275642,-0.2917754685468031,-0.8705901813575158,,-0.450421271422285,1.0,-1.0,,-0.35385654460953186,0.12034832228711174,,,,,-0.3710088270668683,-0.47892144612978726,-0.46358997018509646,,-0.9335770998342492,0.5308341898982142,,-0.677428153976548,0.4774189802862654,0.5712737162068307,-0.4908547049852908,-0.3888737900659026,0.5074372403040552,-0.5733471676571915,-0.09300729443262976,0.654288721487749,-0.29544091733750283,-1.0,0.14397001058029374,-0.8476152259708102,-0.9198250845642804,-0.3940896509690421,,-0.4474789673723835,0.32604247128851604,-0.6136851234660741,-0.21242931445507907,-0.6204819458560338,-0.8388340107988853,0.17433994813623174,-0.08985684604766882
17.13,0.32207196439753377,0.5817765011577926,-0.8992999250094313,-0.3426958426649762,0.23524676624521287,0.02887103792619552,,0.3616936181394676,-0.2413999071109995,-0.11560254455624196,-0.6581630379522819,0.55495232817043,-0.5758650890323118,0.02733158305830305,0.23586537997409004,0.9999999999999999,-1.0,,-0.03732063964676527,,-0.6340718360331777,,1.0,,,-0.21274440976227016,-0.4615538743024547,0.47166632151850907,0.23524676624521287,,0.14861508625030823,,,,-0.08654353565877948,,-0.10307875995673066,,,-0.322428784611985,0.3551860452409186,0.10049494583462475,,,-0.7270281264487041,-0.7270281264487041,,,-0.8799028634459566,1.0,,0.3642354958957029,,-0.11560254455624196,,,0.3580247889127085,-0.08744046641543858,-0.18273139902233745,1.0,-0.31831653637198337,,,0.4303276101745503,-0.6853747107679412,-0.09644094113615843,-0.13884461191673467,0.4449634548640868,0.342943036307729,0.9999999999999999,,,0.07945213787982074,,0.23430960676205287,0.5893428817883162,0.28245643274219423,0.26896909985147005,-0.9999999999999999,,1.0,0.8222934127279763,-1.0,,-0.13577134485413678,0.4524019797016855,-0.399968002164143,-0.5243318888241404,0.9684085136383564,,0.5317839096116127,1.0,-1.0,,0.9839893455950774,0.37732088601104313,,,-1.0,,0.38830025469402635,-0.3633485887192134,-0.3780819381487778,-1.0000000000000002,0.7411127799917634,0.505882001287525,,-0.2706398731991738,-0.03481355852268871,0.3151198446276507,0.06651079742155669,-0.21274440976227016,0.4169436881469165,-0.44783660032025974,0.36093083232691353,-0.6176166366899254,-0.6340718360331777,1.0000000000000002,0.24737614878210795,0.6045579777116141,-0.044533856110581305,0.16544427363487824,,-0.08721377795765904,0.2170973949566295,0.5373156632215415,0.2011882424362157,-0.8058524828800634,0.3382239486015097,0.3780476644459187,-0.06281862060211367
17.17,-0.49910124010884277,-0.9974571808513507,0.4331726791769844,0.5793271769598362,0.12960856561408274,0.544968205153565,,-0.6862097960934629,-0.6140723768703329,-0.36277398282154943,0.2899547594798002,-0.23332907634822686,0.2726650455312482,0.6659348675684741,0.9650848797538751,1.0,1.0,,-0.3572939283979492,,0.7853968299508866,,-1.0,,,0.14732783036356778,0.7962671097999485,-0.03450480403040683,0.12960856561408274,,-0.7207073743988706,,,,-0.29721167987066655,,-0.5936806788672214,,,0.44848432298917773,-0.5973379116550596,0.4757048052036969,,,0.5973840931833864,0.5973840931833864,,,-0.40016644391109774,-1.0000000000000002,,0.10146873550136508,,-0.36277398282154943,,,-0.4175730931721139,0.516368742538647,0.25292178915263736,-0.31831653637198337,1.0,,,-0.2518936050166335,-0.052344765583579124,0.1196884043687574,0.16138767153093111,-0.15954388280886142,-0.3230789501820282,-1.0,,,0.3463426575424959,,-0.2678262427008764,-0.6806194846048126,-0.25988240976390853,-0.24955738325574423,1.0,,-1.0,-0.7227929651378461,1.0,,-0.22559038053188554,-0.30233279100269356,0.14300669491328524,0.43036368426198623,-0.9019801692306586,,0.9494136261466599,1.0,1.0,,-0.10237572502853906,-0.7943091121518627,,,0.9999999999999998,,0.1815748229385153,0.4808853144016631,0.6312683027185653,1.0,-0.9537735551240704,-0.32407072403761356,,0.15975789922638278,-0.37878443026978953,-0.40101895810125315,0.2067942368800694,0.14732783036356778,0.04514846494806076,0.3054262066563312,-0.3448263927385678,0.9085902002286628,0.7853968299508866,-1.0,-0.172999664118844,-0.8018166110790583,-0.19926278224057928,0.4722215954443158,,0.07011812718101787,-0.3449519325523898,-0.6905669665024683,0.18022652140473935,0.7596974333932132,-0.11080919159726361,0.03638878395210487,0.42692464638953637
17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.3,0.1119393939429616,-0.22614515794154802,0.9918236378450994,0.1071558319684233,0.16394484946060708,-0.02505081633086031,,0.28419776551918036,-0.48534083898133745,-0.798268084410836,-0.9480245454896538,0.9470912473674117,-0.16336006499674002,-0.6578982757507474,-0.5770305762326072,-1.0,1.0,,0.3530739724361519,,-0.3292697157692197,,,,,0.15025178729086577,-0.3550751382533631,0.3414212329645675,0.16394484946060708,,1.0,,,,-0.7984675039399523,,-0.8284525909772932,,,0.06117072346608983,-0.07840338215622829,0.47214010570860376,,,-0.04252226057847715,-0.04252226057847715,,,0.4243691105194298,-1.0,,0.5462766147025111,,-0.798268084410836,,,0.21813818729695922,-0.5104348365620393,0.15955579608984405,0.4303276101745503,-0.2518936050166335,,,1.0,0.1035730858855757,0.25158101710051584,0.2424537941738761,-0.10172723203793076,0.06943108214207541,-1.0,,,0.31681681761375036,,-0.5914577957203652,0.35584438175455696,-0.08304798352253304,-0.15702250761599137,1.0000000000000002,,-1.0,0.4481142050310751,1.0,,-0.3041359421689899,0.29203688005203365,0.6642326317541758,-0.36083203051893376,-0.880204385920286,,-0.7634657297172723,1.0,1.0,,0.9228955508011593,-0.016341737831468497,,,,,0.10197274672038033,0.08588027342894324,-0.2293322255875316,,0.5989140803586733,0.12174145731133325,,0.012062909060660293,-0.2092644843790733,0.3284019686493562,0.14802003308613737,0.15025178729086577,0.16746145339113494,-0.15756789311493513,-0.43097930986068994,-0.6079973052840353,-0.3292697157692197,1.0000000000000002,-0.40793692518120195,0.10902529897271084,-0.13012753810737362,0.17900982385638733,,0.22471144991465075,-0.1321547662013989,-0.2563984809441685,0.35487947016372656,-0.312699387412482,0.016302867554537224,-0.015307073646055658,0.4130688231590779
17.4,-0.4313277635103194,-0.8127102096299664,0.5304918771307738,0.36819432908336597,-0.10588814055207846,-0.31929128953353936,,-0.21171803373859108,0.5059586440539005,-0.19836287522519933,-0.12181547996531053,0.14794433065318585,0.5573467811841742,-0.6717987288207616,-0.9683876002417107,-1.0,-1.0,,0.21704443508952226,,0.2647740839273913,,,,,0.4346952906222991,0.09782661136799653,-0.562623765316904,-0.10588814055207846,,1.0,,,,0.38631593504114864,,-0.2977901809470118,,,0.3156891909139553,-0.37101748929388756,0.7322188787480444,,,0.6330059639245558,0.6330059639245558,,,0.9019013573160216,1.0,,-0.40337551003498073,,-0.19836287522519933,,,-0.24264716555889154,-0.7234104137314491,-0.013460355925840928,-0.6853747107679412,-0.052344765583579124,,,0.1035730858855757,1.0,0.19481726393410384,0.23803112028816967,-0.2529400763841598,-0.47849570872649855,-1.0,,,0.028850748371106072,,-0.41318365414517216,-0.4553030155501591,-0.3807275608084027,-0.48856963823178107,1.0,,-1.0,-0.9274446817645365,1.0,,0.39649370935865585,-0.23722241699987476,0.8645400976381089,0.5884939036936502,0.6669318665221153,,-0.8719317998522295,-1.0,1.0000000000000002,,-0.8384437962532799,-0.10456401390373506,,,,,-0.7028217449603861,0.3824961162028906,0.3073172454011335,,0.045130055566386176,-0.6503530147674554,,0.389312091799815,-0.07276690050648604,-0.39774755831336017,0.17510891244442675,0.4346952906222991,-0.7522198277596828,0.5784226837242269,-0.26276110744585257,-0.31101019654962114,0.2647740839273913,1.0,-0.393193337438759,-0.42658392058619693,0.3343701020127964,-0.005619684725877044,,0.2763753331366676,-0.25989859382095665,-0.06876833416853476,-0.33103801297184904,0.9575473255279142,-0.12519070875643243,-0.8377205199991252,-0.010221270418918793
17.6,-0.8563347410175246,-0.9970891964461382,-0.6898535180714171,0.941271975954905,0.4990107148726582,-0.5786441082472353,,-0.9344464530522716,-0.29994496727528025,-0.8110982785185215,-0.1725561081221671,0.8301190750640758,0.5775870473477667,-0.7108652264118916,0.7385221636449985,-1.0000000000000002,-0.9999999999999999,,0.6953719680764582,,0.8917449884241612,,,,,0.8937308327754632,0.5601153021533943,0.5373837467795501,0.4990107148726582,,1.0,,,,-0.49905117428021667,,-0.9455330890660084,,,0.9230380267049106,-0.9296689437961682,0.745588023033769,,,0.155457750030782,0.155457750030782,,,0.4047900867849658,-0.9999999999999999,,-0.09243615262911645,,-0.8110982785185215,,,-0.7574138921182755,-0.7317790190725776,-0.38874812538069775,-0.09644094113615843,0.1196884043687574,,,0.25158101710051584,0.19481726393410384,1.0,0.990785157715622,0.034306043114999255,-0.7329679019900044,-0.9999999999999999,,,0.7964242402450605,,-0.3499576205765425,-0.9429459492436388,-0.9266148767893454,-0.8492247383609446,1.0,,-1.0,-0.9579069522319708,1.0,,-0.9813234270595388,-0.48815868687689606,0.9301956973304067,0.7604807049372296,-0.24320057685118915,,-0.9912433898891072,0.9999999999999999,1.0000000000000002,,0.9237113638150147,-0.6203726282871211,,,,,0.9103000083295166,0.9426367788600271,0.8953633207196284,,0.9778266694568202,-0.5712239080966413,,0.8674130035601397,-0.951891300594728,-0.6972110415653712,0.9187186684914994,0.8937308327754632,-0.16981125060441482,0.6174383078987464,-0.6373409157701858,-0.9602504342921756,0.8917449884241612,1.0,-0.914782724955641,-0.6694063562087436,0.23580290167061174,0.10676433995862082,,0.9780647616662894,-0.9482523029994392,0.5440646609668317,0.4168416956297635,0.6787389539094238,0.0586902634991731,-0.2250363763146669,0.9107266712969277
17.8,-0.9061233851318702,-0.9811579557842759,-0.7217665038116287,0.9676451541321031,0.4366167716935841,-0.5298857816343034,,-0.9730879107476892,-0.2105110577773657,-0.8477393856708513,-0.20096658872641227,0.8723306356714859,0.669671828852678,-0.7308922089537162,0.7600893284705251,-1.0,-1.0,,0.6914089420219756,,0.9199499989965174,,,,,0.9070237958739423,0.5744021938957712,0.457777494205493,0.4366167716935841,,1.0,,,,-0.3352522777298943,,-0.9715092128729387,,,0.9483085544905003,-0.9581560708357503,0.7882797497086086,,,0.18205049269979004,0.18205049269979004,,,0.5101190038782422,-0.9999999999999998,,-0.16896373228377326,,-0.8477393856708513,,,-0.8181204714229392,-0.7752035897390713,-0.43286331189207927,-0.13884461191673467,0.16138767153093111,,,0.2424537941738761,0.23803112028816967,0.990785157715622,1.0,0.08435688416414316,-0.7879507030662476,-1.0,,,0.8459473256118467,,-0.4323612101592107,-0.9615357490656277,-0.9563515216288706,-0.8890032686068347,1.0,,-1.0,-0.9177248251409151,1.0,,-0.9324038655063531,-0.5597156772374382,0.9610605944498495,0.7568232065521876,-0.10266408844937683,,-0.8984937842214458,1.0,1.0,,0.9878069040737674,-0.680530466196439,,,,,0.9302500487111385,0.9645866011598464,0.9437200140348257,,0.9177403480505746,-0.6396126230848904,,0.9024710248964941,-0.9414236515592739,-0.7641609850504515,0.8836052308194537,0.9070237958739423,-0.2480840629896256,0.6828304690701411,-0.6698661944792809,-0.9445511521323434,0.9199499989965174,1.0,-0.9291550654139286,-0.660390287015441,0.3840846955636805,0.1958730120171795,,0.9761757142720183,-0.9580809960959473,-0.011630153372574661,0.4003278643624348,0.7695448575449715,0.14138116456053507,-0.270878216796829,0.9211708958082132
17.9,-0.3205214835495114,0.8436610719697173,-0.9665528898753517,0.14231892782364486,0.28921543050659265,-0.201769406621785,,-0.3934884485635711,0.29243373325808025,0.45208623223789857,-0.18263868975966974,-0.13941477836056113,0.19982582915956812,0.41253664082449293,0.7734621940403308,1.0,-1.0,,-0.2083670164014566,,0.16749807945387774,,,,,0.04605265386046752,-0.002007828909458876,0.125138785889622,0.28921543050659265,,-1.0,,,,0.7413022463721157,,0.3878785585291656,,,0.16949570398755942,-0.14708069569490034,-0.5182843470833323,,,-0.7090762446440462,-0.7090762446440462,,,0.040789049514537955,0.9999999999999999,,-0.4127257979894611,,0.45208623223789857,,,-0.30216558561600737,0.42220120311545367,-0.8713313841762383,0.4449634548640868,-0.15954388280886142,,,-0.10172723203793076,-0.2529400763841598,0.034306043114999255,0.08435688416414316,1.0,-0.2991832146322674,-1.0,,,0.4217851798096584,,-0.0021391549725769303,-0.2061944014305791,-0.15889860029743685,-0.2363446995250385,-1.0000000000000002,,0.9999999999999998,0.20311648956546377,-1.0,,0.302606554721145,-0.4371595226094844,-0.06739640340988794,0.1148527080621988,0.9439327418643808,,0.7290841384671253,0.9999999999999998,1.0,,0.8542475203246671,-0.005225170290050874,,,,,0.15272767413705213,0.12300057450517483,0.29157420908524323,,0.16347623725956956,-0.2862217180920188,,0.34337602938620926,-0.3982985306931401,-0.40449067632837327,0.3772572907826326,0.04605265386046752,-0.3330076254009381,0.3144054706686061,0.32270858239491484,0.041782434459094436,0.16749807945387774,-1.0000000000000002,0.20585926375015678,0.9153304351828799,0.8480673098896477,0.6116187257554989,,0.0921261955244649,-0.011005249733900784,0.3059858947416196,0.2677553496792916,0.31525765792276655,0.9476990232408871,-0.021683644511730386,-0.1036687768633481
2.1,0.9808272283675415,0.981980506061966,0.3855518086901756,-0.9150972597832574,-0.34240904253475496,0.3800830792818035,,0.913071797765579,-0.2187989203705506,0.9525793444156802,-0.009965718756431954,-0.6871264347715517,-0.8425097609011042,0.07625261020726694,-0.944703471909118,-1.0,0.9999999999999999,,-0.30390758586359223,,-0.7251624367236179,,,,,-0.8998158013542937,-0.6954096207007926,-0.5110325093680052,-0.34240904253475496,,1.0000000000000002,,,,-0.08632431314495426,,0.7981778498603995,,,-0.9264259112894306,0.9275946525849971,-0.08804509063256297,,,-0.32734565551826206,-0.32734565551826206,,,-0.5379696934789577,1.0,,0.5745249115089083,,0.9525793444156802,,,0.9163234447153067,0.2762712624125601,0.5638638102494813,0.342943036307729,-0.3230789501820282,,,0.06943108214207541,-0.47849570872649855,-0.7329679019900044,-0.7879507030662476,-0.2991832146322674,1.0,1.0,,,-0.7565973360989839,,0.34744816078451574,0.9695174386641471,0.9309611870281391,0.9614912179051313,-1.0,,1.0,0.8828295892956401,-1.0,,0.7505683356701917,0.6374707769497576,-0.9196745105887222,-0.9485594008106109,-0.44459686583529506,,0.9961709886420707,-1.0,-1.0,,-0.9232108769966988,0.6720682079308916,,,,,-0.9355653061370477,-0.9082964796403108,-0.9504325940603129,,0.6027319688302969,0.953732104243517,,-0.919951894023573,0.6895497788703038,0.9783048807408228,-0.7339949816305458,-0.8998158013542937,0.7176597351543882,-0.9808900319183355,0.3334087517662077,0.2981867431276401,-0.7251624367236179,1.0,0.6855322638619166,0.7737398142566,-0.6076197215346466,-0.5057726813098656,,-0.8154354256371714,0.8566851044788281,-0.5058592180619766,0.05572978844340138,-0.9558383106461915,-0.3482787052931934,0.6477635841155616,-0.7880740480717592
2.2,1.0,,,-1.0,-1.0,0.9999999999999999,,,1.0,,,,-1.0,,,,,,,,,,,,,-0.9999999999999999,-1.0,,-1.0,,,,,,1.0,,,,,-1.0000000000000002,1.0000000000000002,,,,1.0,1.0,,,,,,-1.0,,,,,1.0000000000000002,,0.9999999999999998,0.9999999999999999,-1.0,,,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,1.0,,,-1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,-1.0,-1.0,,,1.0,,-1.0,0.9999999999999999,1.0,-0.9999999999999998,-0.9999999999999999,1.0,-1.0,1.0,,,,1.0,,,-1.0,,-1.0,1.0,,-1.0,-1.0,-1.0,1.0,-1.0
2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.a,-0.7464928076291474,-0.4422739927071396,-0.981953535488792,0.8345791917104662,0.44805636068830346,-0.2039652371792965,,-0.8746666666666665,-0.19279196419339875,-0.8736986027687493,-0.4583314605319549,0.8899216240844624,0.6249022375206941,0.042515005569205136,0.6504212458456208,1.0,-1.0,,0.37905102318202366,,0.7554711062440171,,,,,0.7186004817126885,0.5612531861099934,0.4402100158515572,0.44805636068830346,,-1.0,,,,0.052413174116062264,,-0.7925850834946538,,,0.8520306165481623,-0.8301410817860166,0.22643291580153846,,,-0.04328980754685328,-0.04328980754685328,,,0.0989411872559454,-1.0,,-0.12156109401708749,,-0.8736986027687493,,,-0.798470585144346,-0.30627467311808837,-0.5443855786870884,0.07945213787982074,0.3463426575424959,,,0.31681681761375036,0.028850748371106072,0.7964242402450605,0.8459473256118467,0.4217851798096584,-0.7565973360989839,-1.0,,,1.0,,-0.5989758376512885,-0.7170293870740251,-0.8336043136604178,-0.829650827546875,1.0,,-1.0,-0.4520973495273883,1.0,,-0.41813904824366616,-0.6183724660037787,0.9445916788914273,0.4369330113424049,0.2538236234670562,,0.9999896040444144,1.0,1.0000000000000002,,0.9089491116457606,-0.7898310697830823,,,,,0.8235647576730709,0.816493654440055,0.7778021356160183,,-0.8132158537306233,-0.6272276003739958,,0.8153914762595085,-0.841036171783474,-0.6246244867774994,0.6978022318129536,0.7186004817126885,-0.23666848870358453,0.6570601581286192,-0.5949699299231471,-0.3990461159450282,0.7554711062440171,-1.0,-0.729322411952392,-0.09742169314271393,0.5039999999999998,0.6495841338588786,,0.7827308620975567,-0.8138927787829325,-0.4243825184121457,0.5077615451287182,0.6122413513259467,0.5120016157261322,-0.09496679223318746,0.8549605127065071
