,UniqueID,Goal,Target,Indicator,SeriesCode,TimePeriod,Value
392,SH_STA_WAST                  <5Y       ,2.0,2.2,2.2.2,SH_STA_WAST,2018.0,10.2
393,SH_STA_WASTN                  <5Y       ,2.0,2.2,2.2.2,SH_STA_WASTN,2013.0,3228.3
394,SH_STA_WASTN                  <5Y       ,2.0,2.2,2.2.2,SH_STA_WASTN,2018.0,2483.7
395,SN_STA_OVWGT                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGT,2013.0,11.5
396,SN_STA_OVWGT                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGT,2018.0,8.0
397,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2012.0,1917.6
398,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2013.0,2064.8
399,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2014.0,2206.6
400,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2015.0,2329.5
401,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2016.0,2467.5
402,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2017.0,2552.9
403,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2018.0,2596.3
404,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2019.0,2619.1
405,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,2020.0,2635.2
406,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM,2012.0,27.0
407,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM,2013.0,27.2
408,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM,2014.0,27.6
409,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM,2015.0,28.2
410,SH_STA_ANEM FEMALE                 15-49       ,2.0,2.2,2.2.3,SH_STA_ANEM,2016.0,28.9
