,UniqueID,Goal,Target,Indicator,SeriesCode,TimePeriod,Value
129,SP_ACS_BSRVH2O          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVH2O,2020.0,86.0
130,SP_ACS_BSRVH2O          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVH2O,2020.0,92.0
131,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2012.0,66.0
132,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2012.0,54.0
133,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2012.0,78.0
134,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2013.0,69.0
135,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2013.0,79.0
136,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2013.0,57.0
137,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2014.0,71.0
138,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2014.0,60.0
139,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2014.0,81.0
140,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2015.0,74.0
141,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2015.0,63.0
142,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2015.0,83.0
143,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2016.0,76.0
144,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2016.0,66.0
145,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2016.0,84.0
146,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2017.0,79.0
147,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2017.0,70.0
148,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2017.0,86.0
149,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2018.0,81.0
150,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2018.0,73.0
151,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2018.0,88.0
152,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2019.0,84.0
153,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2019.0,76.0
154,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2019.0,90.0
155,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2020.0,92.0
156,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2020.0,80.0
157,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,2020.0,86.0
158,SP_LGL_LNDDOC FEMALE                        ,1.0,1.4,1.4.2,SP_LGL_LNDDOC,2017.0,12.0
159,SP_LGL_LNDDOC BOTHSEX                        ,1.0,1.4,1.4.2,SP_LGL_LNDDOC,2017.0,45.8
160,SP_LGL_LNDSTR FEMALE                        ,1.0,1.4,1.4.2,SP_LGL_LNDSTR,2017.0,49.3
161,SP_LGL_LNDSTR BOTHSEX                        ,1.0,1.4,1.4.2,SP_LGL_LNDSTR,2017.0,68.4
162,VC_DSR_GDPLS                         ,1.0,1.5,1.5.2,VC_DSR_GDPLS,2012.0,900280012.28
163,VC_DSR_GDPLS                         ,1.0,1.5,1.5.2,VC_DSR_GDPLS,2013.0,704391153.609
164,VC_DSR_GDPLS                         ,1.0,1.5,1.5.2,VC_DSR_GDPLS,2014.0,980674664.035
165,VC_DSR_GDPLS                         ,1.0,1.5,1.5.2,VC_DSR_GDPLS,2015.0,1394728642.3455
166,VC_DSR_GDPLS                         ,1.0,1.5,1.5.2,VC_DSR_GDPLS,2016.0,964488708.07025
167,VC_DSR_GDPLS                         ,1.0,1.5,1.5.2,VC_DSR_GDPLS,2017.0,491251258.85
168,VC_DSR_GDPLS                         ,1.0,1.5,1.5.2,VC_DSR_GDPLS,2018.0,432797245.7875
169,VC_DSR_GDPLS                         ,1.0,1.5,1.5.2,VC_DSR_GDPLS,2019.0,1285046970.0305
170,VC_DSR_MISS                         ,1.0,1.5,1.5.1,VC_DSR_MISS,2012.0,38.0
171,VC_DSR_MISS                         ,1.0,1.5,1.5.1,VC_DSR_MISS,2013.0,44.0
172,VC_DSR_MISS                         ,1.0,1.5,1.5.1,VC_DSR_MISS,2014.0,72.0
173,VC_DSR_MISS                         ,1.0,1.5,1.5.1,VC_DSR_MISS,2015.0,57.0
174,VC_DSR_MISS                         ,1.0,1.5,1.5.1,VC_DSR_MISS,2016.0,96.0
175,VC_DSR_MISS                         ,1.0,1.5,1.5.1,VC_DSR_MISS,2017.0,69.0
176,VC_DSR_MISS                         ,1.0,1.5,1.5.1,VC_DSR_MISS,2018.0,1445.0
177,VC_DSR_MISS                         ,1.0,1.5,1.5.1,VC_DSR_MISS,2019.0,111.0
178,VC_DSR_AFFCT                         ,1.0,1.5,1.5.1,VC_DSR_AFFCT,2012.0,271498.0
179,VC_DSR_AFFCT                         ,1.0,1.5,1.5.1,VC_DSR_AFFCT,2013.0,452000.0
180,VC_DSR_AFFCT                         ,1.0,1.5,1.5.1,VC_DSR_AFFCT,2014.0,279584.0
181,VC_DSR_AFFCT                         ,1.0,1.5,1.5.1,VC_DSR_AFFCT,2015.0,128030.0
182,VC_DSR_AFFCT                         ,1.0,1.5,1.5.1,VC_DSR_AFFCT,2016.0,241665.0
183,VC_DSR_AFFCT                         ,1.0,1.5,1.5.1,VC_DSR_AFFCT,2017.0,249697.0
184,VC_DSR_AFFCT                         ,1.0,1.5,1.5.1,VC_DSR_AFFCT,2018.0,11094891.0
185,VC_DSR_AFFCT                         ,1.0,1.5,1.5.1,VC_DSR_AFFCT,2019.0,106653.15
186,VC_DSR_MORT                         ,1.0,1.5,1.5.1,VC_DSR_MORT,2012.0,282.0
187,VC_DSR_MORT                         ,1.0,1.5,1.5.1,VC_DSR_MORT,2013.0,468.0
