Year,IS_RDP_PORFVOL
2012.0,1135554.0
2013.0,1211561.0
2014.0,1263476.0
2015.0,1350920.0
2016.0,1470101.0
2017.0,1390000.0
2018.0,1530600.0
2019.0,1529000.0
2020.0,
2021.0,
