UniqueID,SH_ACS_DTP3                         ,SH_ACS_HPV                         ,SH_ACS_MCV2                         ,SH_ACS_PCV3                         
SH_ACS_DTP3                         ,1.0,1.0,0.10653949968048541,-0.5296858993677782
SH_ACS_HPV                         ,1.0,1.0,-1.0,-1.0
SH_ACS_MCV2                         ,0.10653949968048541,-1.0,1.0,0.7217654429112647
SH_ACS_PCV3                         ,-0.5296858993677782,-1.0,0.7217654429112647,1.0
