UniqueID,VC_IHR_PSRC FEMALE                        ,VC_IHR_PSRC MALE                        ,VC_IHR_PSRCN FEMALE                        ,VC_IHR_PSRCN MALE                        
VC_IHR_PSRC FEMALE                        ,1.0,0.05551125462902279,0.8858698880508655,0.22038197625390119
VC_IHR_PSRC MALE                        ,0.05551125462902279,1.0,-0.40480480663218843,0.9958526163284882
VC_IHR_PSRCN FEMALE                        ,0.8858698880508655,-0.40480480663218843,1.0,-0.22458028247869022
VC_IHR_PSRCN MALE                        ,0.22038197625390119,0.9958526163284882,-0.22458028247869022,1.0
